InvoiceID,OrderID,CardID,TotalAmount,Discount,FinalAmount,CreatedAt
INV05122,ORD06336,CARD06779,107.2,32.33,74.87,2024-06-06
INV05123,ORD07168,CARD02515,177.6,13.94,163.66,2024-08-25
INV05124,ORD01009,CARD09305,499.3,7.98,491.32,2024-10-13
INV05125,ORD09279,CARD09015,291.89,48.38,243.51,2024-05-11
INV05126,ORD03258,CARD02453,200.74,14.65,186.09,2024-03-03
INV05127,ORD01586,CARD04496,234.2,39.69,194.51,2024-07-28
INV05128,ORD07163,CARD02362,141.2,34.12,107.08,2024-11-19
INV05129,ORD05922,CARD02039,186.82,16.14,170.68,2024-05-15
INV05130,ORD04554,CARD04667,273.76,28.42,245.34,2024-03-30
INV05131,ORD07630,CARD08712,144.36,8.39,135.97,2024-01-05
INV05132,ORD07484,CARD03277,269.36,2.67,266.69,2024-05-05
INV05133,ORD01439,CARD08849,268.57,16.33,252.24,2024-08-20
INV05134,ORD02946,CARD01902,242.59,41.76,200.83,2024-09-25
INV05135,ORD08943,CARD07362,152.63,35.6,117.03,2024-04-08
INV05136,ORD09957,CARD05040,180.46,16.47,163.99,2024-05-07
INV05137,ORD02639,CARD03353,186.58,25.62,160.96,2024-02-28
INV05138,ORD08433,CARD03671,282.87,2.5,280.37,2024-04-21
INV05139,ORD02130,CARD05652,64.18,13.5,50.68,2024-01-23
INV05140,ORD05558,CARD01506,341.53,2.34,339.19,2024-09-27
INV05141,ORD04101,CARD00991,107.82,36.96,70.86,2024-06-29
INV05142,ORD00589,CARD04695,65.35,43.66,21.69,2024-06-25
INV05143,ORD03993,CARD05053,179.41,41.87,137.54,2024-04-24
INV05144,ORD00984,CARD09897,316.15,23.66,292.49,2024-04-14
INV05145,ORD03230,CARD07157,368.81,48.36,320.45,2024-05-25
INV05146,ORD06149,CARD06320,405.44,28.78,376.66,2024-05-10
INV05147,ORD00086,CARD02423,206.82,14.25,192.57,2024-04-04
INV05148,ORD09641,CARD07467,125.12,16.04,109.08,2024-10-15
INV05149,ORD06012,CARD09940,325.21,28.14,297.07,2023-12-27
INV05150,ORD00661,CARD02572,339.45,37.05,302.4,2024-02-06
INV05151,ORD06198,CARD01818,430.91,38.98,391.93,2024-02-27
INV05152,ORD00564,CARD09825,460.23,33.53,426.7,2024-08-27
INV05153,ORD05773,CARD01872,439.99,8.2,431.79,2024-09-21
INV05154,ORD00161,CARD04554,497.21,46.48,450.73,2024-09-07
INV05155,ORD01376,CARD00774,420.79,34.3,386.49,2024-06-08
INV05156,ORD01199,CARD05829,192.98,46.77,146.21,2024-04-16
INV05157,ORD03340,CARD08514,243.32,22.15,221.17,2024-11-01
INV05158,ORD09313,CARD00111,279.21,6.82,272.39,2024-09-12
INV05159,ORD02548,CARD07930,465.28,14.43,450.85,2024-06-03
INV05160,ORD05700,CARD03884,351.17,21.16,330.01,2024-04-29
INV05161,ORD09323,CARD08305,283.3,46.9,236.4,2024-09-25
INV05162,ORD07576,CARD09803,265.04,10.0,255.04,2024-07-26
INV05163,ORD06798,CARD02014,55.43,47.24,8.19,2024-06-09
INV05164,ORD07807,CARD06529,55.71,28.83,26.88,2024-04-08
INV05165,ORD04569,CARD07407,71.67,5.06,66.61,2024-01-24
INV05166,ORD05055,CARD07097,134.09,43.12,90.97,2024-04-16
INV05167,ORD08600,CARD01030,378.7,1.38,377.32,2024-07-08
INV05168,ORD08742,CARD06534,407.72,11.06,396.66,2024-08-16
INV05169,ORD04427,CARD09774,116.67,9.95,106.72,2024-06-28
INV05170,ORD05412,CARD08666,342.31,36.95,305.36,2024-11-08
INV05171,ORD06108,CARD01860,482.06,12.07,469.99,2024-10-21
INV05172,ORD05663,CARD06787,266.47,41.36,225.11,2024-04-05
INV05173,ORD02307,CARD05375,175.81,46.34,129.47,2024-09-25
INV05174,ORD04531,CARD03012,319.53,37.73,281.8,2024-06-15
INV05175,ORD07469,CARD05574,148.02,24.3,123.72,2024-08-18
INV05176,ORD08717,CARD04520,209.89,29.57,180.32,2024-02-26
INV05177,ORD06185,CARD07667,294.91,42.0,252.91,2024-12-13
INV05178,ORD07201,CARD09634,73.02,8.94,64.08,2024-04-06
INV05179,ORD00662,CARD06164,53.51,7.14,46.37,2024-06-22
INV05180,ORD01046,CARD00359,421.85,48.71,373.14,2024-10-25
INV05181,ORD05272,CARD06943,55.31,26.31,29.0,2024-05-13
INV05182,ORD03412,CARD09357,295.92,19.47,276.45,2024-03-29
INV05183,ORD03041,CARD02510,183.67,32.66,151.01,2024-03-27
INV05184,ORD01345,CARD00391,94.98,46.03,48.95,2024-06-19
INV05185,ORD06331,CARD06031,239.58,5.85,233.73,2024-08-03
INV05186,ORD02341,CARD00321,203.85,36.36,167.49,2024-12-03
INV05187,ORD09369,CARD00116,287.62,19.81,267.81,2024-06-25
INV05188,ORD06610,CARD06757,344.51,25.98,318.53,2024-03-18
INV05189,ORD02416,CARD02985,412.68,12.84,399.84,2024-09-17
INV05190,ORD01761,CARD09737,437.94,9.23,428.71,2024-03-01
INV05191,ORD09865,CARD09063,139.01,13.08,125.93,2024-02-07
INV05192,ORD06386,CARD01990,152.41,8.66,143.75,2024-02-10
INV05193,ORD01983,CARD07231,288.15,23.45,264.7,2024-09-11
INV05194,ORD07390,CARD07694,164.04,12.21,151.83,2024-04-20
INV05195,ORD01281,CARD08266,469.06,21.99,447.07,2024-08-15
INV05196,ORD08958,CARD04208,328.68,16.47,312.21,2024-02-01
INV05197,ORD09500,CARD04532,354.81,27.91,326.9,2024-03-24
INV05198,ORD08142,CARD08545,235.57,16.89,218.68,2024-09-09
INV05199,ORD01286,CARD02977,50.24,22.38,27.86,2024-04-10
INV05200,ORD05915,CARD06545,147.87,21.58,126.29,2024-08-02
INV05201,ORD05767,CARD04991,354.2,13.21,340.99,2024-03-25
INV05202,ORD03806,CARD01669,473.63,8.92,464.71,2024-09-20
INV05203,ORD06473,CARD01288,287.76,29.03,258.73,2024-05-15
INV05204,ORD05258,CARD08997,202.46,42.8,159.66,2024-11-29
INV05205,ORD08591,CARD04775,345.17,3.31,341.86,2024-03-27
INV05206,ORD04964,CARD06471,350.41,44.15,306.26,2024-01-23
INV05207,ORD06290,CARD06607,420.42,14.72,405.7,2024-09-27
INV05208,ORD00808,CARD08933,110.91,42.47,68.44,2024-06-01
INV05209,ORD01007,CARD09909,160.87,24.13,136.74,2024-10-25
INV05210,ORD05797,CARD03000,165.26,12.78,152.48,2024-05-20
INV05211,ORD00278,CARD03395,98.37,13.52,84.85,2024-06-04
INV05212,ORD02499,CARD01835,372.85,43.2,329.65,2024-06-21
INV05213,ORD09066,CARD09682,256.52,13.93,242.59,2024-06-13
INV05214,ORD04987,CARD05936,171.02,38.24,132.78,2024-03-20
INV05215,ORD09985,CARD02148,287.07,15.69,271.38,2024-02-18
INV05216,ORD07778,CARD02262,53.47,23.9,29.57,2024-05-17
INV05217,ORD04291,CARD09141,215.62,34.8,180.82,2024-04-02
INV05218,ORD02427,CARD05626,191.49,21.85,169.64,2024-05-17
INV05219,ORD08300,CARD03718,214.56,11.93,202.63,2024-03-26
INV05220,ORD03619,CARD06301,92.24,10.53,81.71,2024-06-22
INV05221,ORD06480,CARD07263,213.36,23.26,190.1,2024-07-05
INV05222,ORD03977,CARD00403,461.2,30.02,431.18,2024-04-15
INV05223,ORD04125,CARD07997,126.66,4.01,122.65,2024-05-04
INV05224,ORD07857,CARD04143,484.88,31.7,453.18,2024-10-23
INV05225,ORD00282,CARD03479,385.58,13.92,371.66,2024-09-14
INV05226,ORD08461,CARD03485,223.24,6.35,216.89,2024-09-05
INV05227,ORD00606,CARD03000,56.2,19.16,37.04,2024-01-05
INV05228,ORD00143,CARD04241,326.75,2.0,324.75,2024-04-10
INV05229,ORD01353,CARD02740,487.0,13.07,473.93,2024-05-15
INV05230,ORD05236,CARD06261,84.05,44.99,39.06,2024-01-01
INV05231,ORD06455,CARD08170,204.0,33.99,170.01,2024-08-12
INV05232,ORD05930,CARD09340,374.97,10.7,364.27,2024-02-15
INV05233,ORD09436,CARD05092,79.97,18.7,61.27,2024-01-07
INV05234,ORD00282,CARD05765,405.54,41.92,363.62,2024-01-06
INV05235,ORD02126,CARD08014,203.52,36.11,167.41,2024-11-12
INV05236,ORD06077,CARD05738,215.02,38.15,176.87,2024-10-17
INV05237,ORD06029,CARD08534,291.85,23.95,267.9,2024-02-11
INV05238,ORD01503,CARD05240,361.99,19.15,342.84,2024-03-20
INV05239,ORD02556,CARD08387,198.89,43.37,155.52,2024-09-15
INV05240,ORD02500,CARD08714,190.17,22.68,167.49,2024-12-02
INV05241,ORD07996,CARD06225,351.28,18.14,333.14,2024-02-27
INV05242,ORD09867,CARD05139,109.07,10.89,98.18,2024-06-09
INV05243,ORD08958,CARD06388,393.11,0.87,392.24,2024-06-25
INV05244,ORD04559,CARD07461,321.38,42.49,278.89,2024-04-20
INV05245,ORD04398,CARD07629,112.16,49.8,62.36,2024-05-22
INV05246,ORD00446,CARD03676,355.08,47.65,307.43,2024-08-05
INV05247,ORD05632,CARD06401,403.63,17.74,385.89,2024-12-02
INV05248,ORD06318,CARD05223,415.48,45.57,369.91,2024-07-10
INV05249,ORD03039,CARD02899,458.26,16.26,442.0,2024-01-05
INV05250,ORD09944,CARD08906,377.43,0.73,376.7,2024-01-12
INV05251,ORD07484,CARD01661,399.33,27.12,372.21,2024-08-08
INV05252,ORD04468,CARD02334,430.11,0.02,430.09,2023-12-29
INV05253,ORD06284,CARD01963,436.45,38.75,397.7,2024-05-24
INV05254,ORD03497,CARD00137,346.17,17.27,328.9,2024-06-01
INV05255,ORD01137,CARD08051,317.97,28.95,289.02,2024-09-19
INV05256,ORD09039,CARD08506,111.28,30.54,80.74,2024-10-13
INV05257,ORD05447,CARD09071,200.84,32.62,168.22,2024-09-17
INV05258,ORD09301,CARD04608,157.05,1.24,155.81,2024-09-25
INV05259,ORD07604,CARD06472,115.61,34.23,81.38,2024-08-24
INV05260,ORD04243,CARD00752,188.2,39.95,148.25,2024-05-19
INV05261,ORD04370,CARD01424,473.43,22.91,450.52,2024-07-24
INV05262,ORD09453,CARD04021,125.31,35.98,89.33,2024-06-14
INV05263,ORD07443,CARD01986,160.69,43.07,117.62,2024-04-06
INV05264,ORD00871,CARD05099,87.43,38.86,48.57,2024-03-22
INV05265,ORD07342,CARD00606,265.95,28.56,237.39,2024-06-12
INV05266,ORD00574,CARD06854,103.76,16.35,87.41,2024-05-25
INV05267,ORD09976,CARD01860,377.44,36.08,341.36,2024-04-20
INV05268,ORD01411,CARD07138,392.88,29.51,363.37,2024-07-05
INV05269,ORD09747,CARD02844,446.16,25.18,420.98,2024-11-26
INV05270,ORD06548,CARD03824,355.77,25.31,330.46,2024-02-09
INV05271,ORD06047,CARD09405,451.9,14.16,437.74,2024-09-15
INV05272,ORD02615,CARD06065,355.17,43.62,311.55,2024-03-11
INV05273,ORD08501,CARD02853,281.45,19.55,261.9,2024-07-07
INV05274,ORD08115,CARD03003,193.47,49.35,144.12,2024-08-01
INV05275,ORD00177,CARD08806,122.7,15.82,106.88,2024-08-09
INV05276,ORD08193,CARD09442,483.84,24.7,459.14,2024-08-26
INV05277,ORD05620,CARD08891,326.97,48.73,278.24,2024-02-07
INV05278,ORD05343,CARD01897,251.89,30.51,221.38,2024-08-08
INV05279,ORD08008,CARD02434,90.85,49.4,41.45,2024-07-03
INV05280,ORD04033,CARD05660,303.11,12.82,290.29,2024-11-05
INV05281,ORD04705,CARD02820,136.18,16.2,119.98,2024-07-17
INV05282,ORD04108,CARD03881,174.7,6.88,167.82,2024-08-14
INV05283,ORD06779,CARD05044,78.85,32.77,46.08,2024-09-17
INV05284,ORD07528,CARD05580,459.91,5.03,454.88,2024-07-10
INV05285,ORD04759,CARD09452,464.53,48.26,416.27,2024-12-16
INV05286,ORD08595,CARD07203,489.85,26.65,463.2,2024-10-20
INV05287,ORD07732,CARD09853,370.41,13.51,356.9,2024-10-24
INV05288,ORD06326,CARD07949,181.0,47.55,133.45,2024-04-02
INV05289,ORD05591,CARD06639,453.66,24.31,429.35,2024-09-13
INV05290,ORD02086,CARD03821,457.82,38.9,418.92,2024-08-23
INV05291,ORD06924,CARD01547,79.66,19.03,60.63,2024-04-27
INV05292,ORD09710,CARD08770,459.44,12.15,447.29,2024-10-19
INV05293,ORD07995,CARD07241,329.24,39.86,289.38,2024-03-18
INV05294,ORD00070,CARD09163,286.02,18.88,267.14,2024-12-03
INV05295,ORD02034,CARD05209,306.62,10.37,296.25,2024-09-25
INV05296,ORD08794,CARD08031,280.4,43.5,236.9,2024-08-02
INV05297,ORD07438,CARD00398,463.38,4.17,459.21,2024-12-15
INV05298,ORD06913,CARD09011,386.87,22.65,364.22,2024-07-20
INV05299,ORD09223,CARD02739,125.93,2.8,123.13,2024-03-12
INV05300,ORD03076,CARD08393,451.11,31.38,419.73,2024-09-11
INV05301,ORD02659,CARD00342,94.88,0.45,94.43,2024-11-08
INV05302,ORD00730,CARD04029,76.59,6.1,70.49,2024-01-03
INV05303,ORD09764,CARD02013,324.38,2.87,321.51,2024-01-12
INV05304,ORD06618,CARD04508,284.92,9.79,275.13,2024-10-10
INV05305,ORD08650,CARD01905,313.92,44.65,269.27,2024-05-02
INV05306,ORD00884,CARD08147,74.58,40.67,33.91,2024-01-17
INV05307,ORD00446,CARD06583,327.89,2.62,325.27,2024-01-07
INV05308,ORD05328,CARD09612,179.99,5.65,174.34,2024-05-04
INV05309,ORD03972,CARD05201,237.85,48.13,189.72,2024-08-06
INV05310,ORD03263,CARD02878,482.64,35.48,447.16,2024-04-07
INV05311,ORD04401,CARD06046,221.59,28.04,193.55,2024-08-30
INV05312,ORD04055,CARD01445,166.98,29.29,137.69,2024-06-29
INV05313,ORD01180,CARD09828,238.25,36.62,201.63,2024-06-10
INV05314,ORD09718,CARD09659,299.71,40.6,259.11,2024-10-18
INV05315,ORD08510,CARD09006,387.55,12.16,375.39,2024-02-04
INV05316,ORD02200,CARD07664,484.31,32.05,452.26,2024-02-27
INV05317,ORD06661,CARD02475,97.83,12.31,85.52,2023-12-22
INV05318,ORD04130,CARD05577,155.39,34.54,120.85,2024-10-02
INV05319,ORD04320,CARD04974,381.44,46.47,334.97,2024-09-28
INV05320,ORD01458,CARD08511,133.54,39.01,94.53,2024-11-05
INV05321,ORD07959,CARD00506,485.4,36.94,448.46,2024-11-27
INV05322,ORD03746,CARD04593,85.25,17.82,67.43,2024-03-31
INV05323,ORD02314,CARD07746,140.49,29.02,111.47,2024-08-06
INV05324,ORD02575,CARD07410,388.15,7.43,380.72,2024-11-09
INV05325,ORD00118,CARD02294,275.52,42.86,232.66,2024-11-12
INV05326,ORD08406,CARD02700,271.51,4.07,267.44,2024-10-08
INV05327,ORD02346,CARD04080,460.21,2.33,457.88,2024-11-12
INV05328,ORD04951,CARD08120,358.62,41.11,317.51,2024-01-19
INV05329,ORD00434,CARD04183,196.27,10.46,185.81,2024-08-29
INV05330,ORD07389,CARD04016,286.79,0.57,286.22,2024-08-24
INV05331,ORD02837,CARD02323,243.68,11.42,232.26,2024-01-16
INV05332,ORD09822,CARD07019,192.4,20.72,171.68,2024-07-30
INV05333,ORD08377,CARD08855,198.53,42.04,156.49,2024-07-13
INV05334,ORD06733,CARD00396,125.58,35.82,89.76,2024-08-16
INV05335,ORD01705,CARD01194,132.0,37.39,94.61,2024-02-01
INV05336,ORD06323,CARD02488,308.21,19.55,288.66,2024-03-02
INV05337,ORD01806,CARD04984,151.32,5.9,145.42,2024-05-07
INV05338,ORD09870,CARD03163,386.21,10.07,376.14,2023-12-23
INV05339,ORD09099,CARD04270,228.13,25.49,202.64,2024-03-28
INV05340,ORD03461,CARD03633,156.3,44.25,112.05,2024-09-26
INV05341,ORD07135,CARD03168,494.21,35.81,458.4,2024-03-14
INV05342,ORD00603,CARD04171,168.03,10.71,157.32,2024-11-20
INV05343,ORD09758,CARD07939,274.84,3.6,271.24,2024-07-15
INV05344,ORD07181,CARD04165,352.41,39.75,312.66,2024-01-15
INV05345,ORD00108,CARD02739,475.88,40.01,435.87,2024-09-23
INV05346,ORD04822,CARD07991,103.77,28.32,75.45,2024-04-26
INV05347,ORD01969,CARD09568,114.16,25.84,88.32,2023-12-27
INV05348,ORD00351,CARD04895,354.17,4.91,349.26,2024-02-15
INV05349,ORD02885,CARD03960,88.93,26.72,62.21,2024-04-18
INV05350,ORD09898,CARD02203,215.24,43.17,172.07,2024-09-12
INV05351,ORD00661,CARD06031,468.28,2.49,465.79,2023-12-26
INV05352,ORD04313,CARD01188,431.22,26.66,404.56,2024-05-25
INV05353,ORD04885,CARD05634,174.6,39.81,134.79,2024-11-20
INV05354,ORD04788,CARD02421,356.47,39.72,316.75,2024-02-02
INV05355,ORD02322,CARD08590,490.55,19.6,470.95,2024-05-31
INV05356,ORD04972,CARD06753,112.21,16.39,95.82,2024-10-03
INV05357,ORD01541,CARD08031,106.08,28.34,77.74,2024-04-29
INV05358,ORD02354,CARD09751,291.98,35.29,256.69,2024-08-05
INV05359,ORD04143,CARD08457,417.85,15.86,401.99,2024-05-02
INV05360,ORD05924,CARD05534,265.48,3.64,261.84,2024-05-09
INV05361,ORD07106,CARD09390,87.06,22.9,64.16,2024-05-06
INV05362,ORD08790,CARD07931,276.15,16.9,259.25,2024-03-26
INV05363,ORD08382,CARD02750,190.37,3.33,187.04,2024-04-19
INV05364,ORD00583,CARD03989,341.35,28.87,312.48,2024-07-11
INV05365,ORD09936,CARD05704,56.75,18.03,38.72,2024-08-05
INV05366,ORD04087,CARD09473,112.46,26.3,86.16,2024-11-29
INV05367,ORD03219,CARD08925,388.04,23.74,364.3,2024-07-28
INV05368,ORD06998,CARD03579,446.23,31.63,414.6,2024-04-09
INV05369,ORD08156,CARD00425,330.46,10.94,319.52,2024-03-13
INV05370,ORD07398,CARD00352,429.74,41.41,388.33,2024-11-23
INV05371,ORD08151,CARD05324,153.27,12.09,141.18,2024-01-12
INV05372,ORD09453,CARD03171,125.29,7.32,117.97,2024-10-01
INV05373,ORD01381,CARD07962,161.39,24.61,136.78,2024-02-03
INV05374,ORD03775,CARD01268,218.86,20.34,198.52,2024-11-04
INV05375,ORD00613,CARD01773,61.4,30.54,30.86,2024-09-30
INV05376,ORD03274,CARD09354,127.38,9.1,118.28,2024-04-04
INV05377,ORD02811,CARD07206,220.51,34.61,185.9,2024-05-29
INV05378,ORD01289,CARD02080,87.6,1.5,86.1,2024-01-04
INV05379,ORD09686,CARD07013,442.21,37.37,404.84,2024-01-07
INV05380,ORD00375,CARD04182,419.51,25.06,394.45,2024-07-14
INV05381,ORD00729,CARD00403,469.57,11.26,458.31,2024-12-06
INV05382,ORD07285,CARD09529,242.21,18.67,223.54,2023-12-22
INV05383,ORD05491,CARD02281,291.09,45.58,245.51,2024-09-28
INV05384,ORD07099,CARD07968,105.27,11.86,93.41,2024-09-14
INV05385,ORD05968,CARD05649,167.39,25.86,141.53,2024-07-31
INV05386,ORD07279,CARD00853,244.14,34.67,209.47,2023-12-20
INV05387,ORD05859,CARD08539,179.29,15.94,163.35,2024-11-10
INV05388,ORD05293,CARD07659,344.64,10.87,333.77,2024-11-02
INV05389,ORD07576,CARD03181,268.63,22.72,245.91,2024-11-12
INV05390,ORD04477,CARD05484,159.09,37.54,121.55,2024-04-01
INV05391,ORD05253,CARD08396,173.57,18.34,155.23,2024-12-06
INV05392,ORD06655,CARD05526,431.66,15.41,416.25,2024-12-03
INV05393,ORD07252,CARD04218,169.7,46.36,123.34,2024-05-12
INV05394,ORD00684,CARD00993,283.65,9.73,273.92,2024-02-23
INV05395,ORD06640,CARD01419,205.52,48.96,156.56,2024-10-14
INV05396,ORD04551,CARD08869,273.71,16.51,257.2,2024-12-16
INV05397,ORD00364,CARD05342,353.33,9.61,343.72,2023-12-31
INV05398,ORD08944,CARD08305,313.91,1.95,311.96,2024-08-02
INV05399,ORD00847,CARD02885,74.65,47.8,26.85,2024-09-20
INV05400,ORD04374,CARD05095,128.88,41.38,87.5,2024-07-13
INV05401,ORD09832,CARD03118,283.39,36.37,247.02,2024-02-14
INV05402,ORD00244,CARD01317,219.5,41.15,178.35,2024-03-12
INV05403,ORD09614,CARD06696,445.5,41.43,404.07,2024-12-02
INV05404,ORD01759,CARD07266,242.52,9.73,232.79,2024-08-27
INV05405,ORD00868,CARD08727,456.13,30.25,425.88,2024-05-23
INV05406,ORD03415,CARD00067,450.76,25.52,425.24,2024-10-30
INV05407,ORD03149,CARD02389,378.76,37.92,340.84,2024-11-18
INV05408,ORD02819,CARD00124,337.19,37.55,299.64,2024-02-29
INV05409,ORD00517,CARD03077,462.54,48.07,414.47,2024-09-03
INV05410,ORD08813,CARD07311,241.19,20.47,220.72,2024-03-28
INV05411,ORD01448,CARD07928,123.39,9.76,113.63,2024-10-17
INV05412,ORD08794,CARD07647,118.44,12.27,106.17,2023-12-20
INV05413,ORD00383,CARD05910,387.93,41.51,346.42,2024-12-09
INV05414,ORD05473,CARD08127,459.46,14.1,445.36,2024-07-14
INV05415,ORD02958,CARD08397,193.92,30.86,163.06,2024-08-08
INV05416,ORD09873,CARD00194,341.34,12.41,328.93,2024-01-27
INV05417,ORD01444,CARD08906,409.91,25.36,384.55,2024-07-01
INV05418,ORD02899,CARD02576,381.4,21.13,360.27,2024-05-06
INV05419,ORD05775,CARD03292,329.9,7.39,322.51,2024-08-27
INV05420,ORD03687,CARD09741,447.1,13.21,433.89,2024-04-27
INV05421,ORD00982,CARD02118,152.55,12.61,139.94,2024-10-05
INV05422,ORD03501,CARD08921,170.67,44.77,125.9,2024-04-26
INV05423,ORD06730,CARD06805,461.82,25.68,436.14,2024-05-27
INV05424,ORD02034,CARD09930,115.89,47.61,68.28,2023-12-30
INV05425,ORD02223,CARD00350,453.42,13.81,439.61,2024-07-25
INV05426,ORD03439,CARD05203,118.97,27.94,91.03,2024-12-11
INV05427,ORD00232,CARD05323,428.2,41.31,386.89,2024-05-31
INV05428,ORD07627,CARD06220,319.6,43.0,276.6,2024-09-12
INV05429,ORD06018,CARD08157,362.41,32.1,330.31,2024-01-10
INV05430,ORD00882,CARD03996,227.5,26.65,200.85,2024-08-10
INV05431,ORD08321,CARD04432,442.31,39.04,403.27,2024-07-27
INV05432,ORD05330,CARD06391,91.01,49.59,41.42,2024-03-09
INV05433,ORD01711,CARD06932,340.98,40.38,300.6,2024-03-07
INV05434,ORD06338,CARD00175,80.06,4.54,75.52,2024-06-26
INV05435,ORD02232,CARD08988,253.26,8.81,244.45,2024-06-11
INV05436,ORD02242,CARD07057,448.97,42.07,406.9,2024-01-28
INV05437,ORD01462,CARD00918,302.22,2.92,299.3,2024-02-09
INV05438,ORD04642,CARD05493,450.16,2.08,448.08,2024-10-19
INV05439,ORD01506,CARD02696,201.72,2.05,199.67,2024-03-25
INV05440,ORD04676,CARD02194,134.61,38.7,95.91,2024-06-18
INV05441,ORD00191,CARD02593,458.38,9.02,449.36,2024-09-07
INV05442,ORD01756,CARD00052,104.56,24.1,80.46,2024-09-08
INV05443,ORD05491,CARD08913,438.65,38.12,400.53,2024-10-24
INV05444,ORD05778,CARD07099,480.62,2.15,478.47,2024-03-24
INV05445,ORD00670,CARD05574,456.96,31.54,425.42,2024-04-22
INV05446,ORD00224,CARD03673,56.4,41.86,14.54,2024-08-06
INV05447,ORD02652,CARD07552,139.65,31.37,108.28,2024-01-23
INV05448,ORD08473,CARD06368,81.44,22.36,59.08,2024-04-03
INV05449,ORD01955,CARD04547,286.97,22.57,264.4,2024-09-08
INV05450,ORD08350,CARD07782,334.3,0.26,334.04,2024-11-13
INV05451,ORD02100,CARD06395,79.28,31.39,47.89,2024-07-24
INV05452,ORD03626,CARD05238,407.34,35.21,372.13,2024-04-11
INV05453,ORD04813,CARD08123,442.06,17.06,425.0,2024-04-05
INV05454,ORD05487,CARD00147,53.23,42.82,10.41,2024-01-24
INV05455,ORD04654,CARD03451,52.56,15.48,37.08,2024-09-09
INV05456,ORD02854,CARD02304,243.93,33.77,210.16,2024-04-04
INV05457,ORD00136,CARD04766,292.12,12.66,279.46,2024-02-11
INV05458,ORD07573,CARD04130,449.57,31.33,418.24,2024-11-14
INV05459,ORD06924,CARD07186,382.92,45.16,337.76,2024-06-05
INV05460,ORD08719,CARD09546,454.6,9.22,445.38,2024-06-24
INV05461,ORD00893,CARD02006,468.76,16.52,452.24,2024-01-13
INV05462,ORD07727,CARD00396,259.17,22.52,236.65,2024-11-05
INV05463,ORD02024,CARD01862,377.66,19.23,358.43,2024-08-18
INV05464,ORD03567,CARD06328,259.16,21.84,237.32,2024-03-07
INV05465,ORD03791,CARD04179,95.52,37.43,58.09,2024-03-30
INV05466,ORD00526,CARD00531,130.78,40.37,90.41,2024-02-13
INV05467,ORD09984,CARD02017,113.09,38.88,74.21,2024-03-03
INV05468,ORD09076,CARD05496,238.78,2.96,235.82,2024-04-25
INV05469,ORD05613,CARD05330,453.3,6.85,446.45,2024-09-19
INV05470,ORD09220,CARD04048,354.52,44.82,309.7,2024-06-13
INV05471,ORD03924,CARD03169,320.31,27.38,292.93,2024-05-23
INV05472,ORD09000,CARD04375,129.6,37.48,92.12,2024-10-31
INV05473,ORD00609,CARD06833,289.65,2.23,287.42,2024-11-21
INV05474,ORD08068,CARD01756,403.33,14.55,388.78,2024-02-01
INV05475,ORD05608,CARD08496,184.46,40.64,143.82,2024-02-19
INV05476,ORD00012,CARD03172,259.12,30.26,228.86,2024-04-26
INV05477,ORD02264,CARD04790,451.83,33.99,417.84,2024-04-25
INV05478,ORD04171,CARD01991,376.96,36.71,340.25,2024-12-12
INV05479,ORD01252,CARD05460,348.44,5.23,343.21,2024-02-24
INV05480,ORD09259,CARD04202,369.42,47.28,322.14,2024-06-27
INV05481,ORD05597,CARD03006,147.03,7.11,139.92,2024-07-30
INV05482,ORD01015,CARD08217,236.63,3.81,232.82,2024-10-31
INV05483,ORD09332,CARD09897,240.81,17.55,223.26,2024-01-18
INV05484,ORD08478,CARD04814,395.8,40.99,354.81,2023-12-25
INV05485,ORD06298,CARD09210,330.17,40.12,290.05,2024-09-11
INV05486,ORD04827,CARD03148,429.38,16.27,413.11,2024-05-12
INV05487,ORD04102,CARD03288,154.54,15.37,139.17,2024-03-23
INV05488,ORD06589,CARD06640,61.89,38.89,23.0,2024-06-29
INV05489,ORD08304,CARD08222,270.84,20.41,250.43,2024-08-30
INV05490,ORD08287,CARD02744,336.99,1.78,335.21,2023-12-22
INV05491,ORD09908,CARD05140,62.85,22.15,40.7,2024-11-27
INV05492,ORD06723,CARD00226,262.42,41.38,221.04,2024-06-15
INV05493,ORD02746,CARD09247,158.99,25.81,133.18,2024-01-05
INV05494,ORD02541,CARD01127,228.91,30.83,198.08,2024-04-18
INV05495,ORD05641,CARD02912,62.09,15.47,46.62,2024-02-26
INV05496,ORD01169,CARD07154,415.72,13.12,402.6,2024-11-04
INV05497,ORD00541,CARD07512,159.58,20.8,138.78,2024-02-29
INV05498,ORD04951,CARD02366,411.43,48.24,363.19,2024-01-18
INV05499,ORD03382,CARD06080,491.81,30.4,461.41,2024-03-10
INV05500,ORD08323,CARD03381,233.16,38.43,194.73,2024-05-06
INV05501,ORD09663,CARD03957,460.13,0.99,459.14,2024-12-09
INV05502,ORD04078,CARD02889,164.06,7.85,156.21,2023-12-18
INV05503,ORD02564,CARD09839,413.28,48.09,365.19,2024-09-04
INV05504,ORD08395,CARD02294,164.89,46.99,117.9,2024-10-25
INV05505,ORD03773,CARD06220,427.39,13.85,413.54,2024-06-28
INV05506,ORD09516,CARD09935,430.31,19.54,410.77,2024-04-21
INV05507,ORD04394,CARD05445,72.71,12.25,60.46,2024-08-29
INV05508,ORD06504,CARD01995,320.93,29.03,291.9,2024-10-14
