HistoryID,StaffID,BranchID,StartDate,EndDate
5679,ST06607,BR06090,2020-02-17,2021-02-09
5680,ST07192,BR07290,2021-12-30,
5681,ST06760,BR08473,2023-10-17,
5682,ST09020,BR04310,2020-09-27,2021-02-02
5683,ST01872,BR06847,2021-05-12,
5684,ST09929,BR00842,2022-03-08,2022-04-21
5685,ST02665,BR07641,2023-01-01,
5686,ST05295,BR07450,2020-11-10,2021-02-20
5687,ST06100,BR09774,2023-04-23,
5688,ST01332,BR06178,2021-05-12,2022-04-25
5689,ST05807,BR00086,2022-01-12,2022-11-22
5690,ST00990,BR04032,2021-01-17,
5691,ST00215,BR01431,2020-09-02,
5692,ST07511,BR00834,2020-06-21,2020-08-17
5693,ST03351,BR01448,2023-09-07,
5694,ST01659,BR07312,2023-09-27,2023-12-17
5695,ST03661,BR06086,2020-09-21,
5696,ST06146,BR05113,2021-01-28,2021-02-27
5697,ST05751,BR02908,2024-01-04,
5698,ST08104,BR02686,2022-08-17,2023-01-04
5699,ST00516,BR07895,2021-07-05,2022-01-19
5700,ST05551,BR00739,2020-09-20,2021-03-06
5701,ST03426,BR08458,2020-04-09,
5702,ST08161,BR02280,2023-01-12,2024-01-02
5703,ST01421,BR03506,2024-06-27,2024-11-16
5704,ST08364,BR02406,2022-04-18,
5705,ST01800,BR01130,2021-11-30,2022-10-25
5706,ST01130,BR07365,2021-11-20,
5707,ST04368,BR08942,2021-06-15,
5708,ST05740,BR07427,2024-02-17,
5709,ST08438,BR04202,2021-05-21,2021-07-01
5710,ST02876,BR09405,2022-08-21,
5711,ST02519,BR08674,2023-06-22,
5712,ST02491,BR05430,2024-10-08,2025-01-26
5713,ST08482,BR06249,2023-10-10,
5714,ST01688,BR07284,2022-09-25,2023-08-31
5715,ST06700,BR02678,2021-01-13,2021-01-24
5716,ST04525,BR03324,2021-07-20,2022-04-18
5717,ST07233,BR07334,2022-07-18,2022-12-02
5718,ST03333,BR01414,2023-08-01,
5719,ST09359,BR08793,2021-04-24,
5720,ST01520,BR09888,2022-07-11,
5721,ST06006,BR09736,2022-12-09,
5722,ST06244,BR00547,2022-01-30,
5723,ST01248,BR05023,2020-06-06,2021-01-09
5724,ST02420,BR09142,2023-03-13,2023-08-09
5725,ST05648,BR01897,2022-03-30,2023-01-26
5726,ST09341,BR05829,2021-05-20,
5727,ST04969,BR01305,2022-05-10,
5728,ST08686,BR09500,2020-12-08,
5729,ST08843,BR08619,2022-10-09,
5730,ST04098,BR09830,2023-05-17,
5731,ST05747,BR04645,2020-09-14,
5732,ST06152,BR05081,2024-10-21,2025-08-18
5733,ST02813,BR08459,2021-09-30,
5734,ST08860,BR00495,2020-11-15,2021-05-27
5735,ST08187,BR03144,2022-05-31,2022-06-18
5736,ST00113,BR02142,2021-01-21,2021-10-23
5737,ST04925,BR02067,2024-05-02,2024-05-20
5738,ST01098,BR09560,2022-03-25,
5739,ST03823,BR08310,2023-01-24,
5740,ST01353,BR06607,2022-01-22,
5741,ST02530,BR09280,2021-01-30,
5742,ST05167,BR08115,2023-04-27,
5743,ST06158,BR03250,2022-10-26,
5744,ST07693,BR03665,2024-09-02,2024-09-14
5745,ST09771,BR00234,2022-08-03,
5746,ST09968,BR03986,2024-02-21,2024-07-23
5747,ST09615,BR03261,2021-07-14,
5748,ST00816,BR02986,2021-12-28,
5749,ST02626,BR01703,2020-04-02,
5750,ST01949,BR05785,2021-02-18,
5751,ST06868,BR02085,2024-02-18,
5752,ST00590,BR04549,2024-10-13,
5753,ST08555,BR03678,2022-10-24,2023-07-05
5754,ST01941,BR00182,2022-04-03,
5755,ST09924,BR01079,2024-06-14,
5756,ST05692,BR08768,2021-04-11,
5757,ST05651,BR02736,2023-09-01,
5758,ST09270,BR05380,2020-08-05,2020-10-06
5759,ST01588,BR03103,2024-07-29,
5760,ST09894,BR02864,2023-05-13,
5761,ST05076,BR02601,2020-09-23,2020-12-03
5762,ST08465,BR06598,2021-05-14,2022-03-09
5763,ST01597,BR07306,2023-06-09,
5764,ST08122,BR05802,2023-05-08,2023-08-19
5765,ST01143,BR09675,2023-07-25,
5766,ST04801,BR09319,2023-03-25,
5767,ST08327,BR02073,2024-11-16,
5768,ST07880,BR06714,2022-04-05,
5769,ST06385,BR08367,2021-12-26,2022-07-23
5770,ST04599,BR06809,2024-04-29,2024-12-31
5771,ST04845,BR05307,2020-03-18,2020-08-29
5772,ST06617,BR08810,2020-09-21,
5773,ST02146,BR03168,2022-07-21,
5774,ST07359,BR03632,2020-10-08,2021-09-12
5775,ST05345,BR09233,2023-02-21,2023-12-10
5776,ST08483,BR03941,2021-04-02,2021-07-14
5777,ST02196,BR09441,2021-01-01,2021-10-22
5778,ST08492,BR01841,2023-06-25,2023-10-08
5779,ST02883,BR03477,2024-07-06,
5780,ST01091,BR01252,2020-06-04,2020-12-14
5781,ST05693,BR05505,2024-02-26,
5782,ST06763,BR08550,2023-08-11,
5783,ST06569,BR01953,2020-10-03,2021-01-09
5784,ST07506,BR03748,2023-07-08,
5785,ST02551,BR03716,2023-03-22,2024-02-29
5786,ST03176,BR07989,2022-06-24,
5787,ST04485,BR08137,2023-05-30,2023-10-23
5788,ST01080,BR06952,2024-04-06,2025-01-18
5789,ST03578,BR03183,2023-06-04,
5790,ST02944,BR04717,2022-05-31,2023-01-21
5791,ST07400,BR09427,2021-04-01,
5792,ST01445,BR09585,2021-06-15,
5793,ST01513,BR06081,2021-09-04,
5794,ST08336,BR03817,2023-03-12,
5795,ST09038,BR05121,2022-09-29,2023-09-28
5796,ST05088,BR06155,2020-09-05,
5797,ST05040,BR04063,2022-06-24,
5798,ST00696,BR02559,2023-12-03,
5799,ST01985,BR02518,2021-01-27,2021-10-29
5800,ST01382,BR01146,2024-09-25,
5801,ST00368,BR06740,2024-11-10,2025-09-25
5802,ST09194,BR00139,2022-05-16,2022-08-04
5803,ST01622,BR08813,2020-05-16,
5804,ST05745,BR01391,2020-10-20,
5805,ST01891,BR04677,2020-06-17,
5806,ST06906,BR02811,2020-04-17,
5807,ST02836,BR04084,2020-09-02,2021-05-28
5808,ST00195,BR08430,2023-01-30,
5809,ST08071,BR05399,2020-01-12,
5810,ST08899,BR03028,2021-05-29,
5811,ST09395,BR01116,2020-10-30,2021-08-08
5812,ST06596,BR02789,2021-04-09,
5813,ST08928,BR03375,2024-07-10,
5814,ST03651,BR09394,2022-12-25,
5815,ST04513,BR09746,2024-06-16,
5816,ST08500,BR09827,2020-07-21,2021-01-12
5817,ST09014,BR08119,2021-09-03,
5818,ST04167,BR06464,2022-08-25,2023-06-08
5819,ST06994,BR09255,2024-08-24,
5820,ST05420,BR09302,2021-04-24,
5821,ST00833,BR08096,2023-08-24,2024-06-01
5822,ST07421,BR01732,2022-09-02,2022-09-03
5823,ST02521,BR01163,2023-04-08,2023-08-25
5824,ST00686,BR05331,2021-01-07,2021-05-20
5825,ST00480,BR01076,2020-05-25,2020-09-06
5826,ST02993,BR07677,2020-08-31,2021-03-04
5827,ST07181,BR00050,2024-07-08,2024-11-01
5828,ST00146,BR08183,2021-01-03,2021-07-12
5829,ST08840,BR05987,2024-04-28,2024-11-01
5830,ST03875,BR05867,2024-10-18,2025-10-11
5831,ST05841,BR08082,2021-10-29,
5832,ST07620,BR02160,2021-11-18,
5833,ST06538,BR00966,2022-05-22,2022-12-23
5834,ST00371,BR09168,2020-06-02,2020-07-15
5835,ST07702,BR08867,2021-10-07,
5836,ST02653,BR06599,2022-02-04,
5837,ST06178,BR05763,2021-06-28,
5838,ST00510,BR02927,2023-08-21,
5839,ST03897,BR04181,2021-06-25,2021-12-15
5840,ST05996,BR08833,2022-07-26,
5841,ST07363,BR02768,2021-05-22,2021-11-23
5842,ST01210,BR03226,2021-11-20,
5843,ST03689,BR08082,2021-08-10,2021-12-11
5844,ST05771,BR07907,2022-10-21,
5845,ST07823,BR01114,2021-03-12,
5846,ST04613,BR08724,2024-02-10,
5847,ST01886,BR02750,2024-07-09,2024-09-01
5848,ST02421,BR04709,2020-03-19,
5849,ST06030,BR00249,2024-11-29,2025-09-15
5850,ST05615,BR07364,2022-08-20,2022-10-31
5851,ST07085,BR00274,2022-08-24,
5852,ST01693,BR02863,2020-06-05,2020-08-02
5853,ST05674,BR05771,2021-03-17,2021-12-02
5854,ST09622,BR02825,2022-01-17,2022-06-06
5855,ST05439,BR02625,2022-08-28,2022-12-27
5856,ST07056,BR09697,2022-09-12,2023-05-23
5857,ST08877,BR08217,2023-02-26,
5858,ST06798,BR04589,2024-11-28,2025-06-25
5859,ST05175,BR04909,2021-08-19,2021-10-12
5860,ST09840,BR03699,2020-11-17,2021-01-10
5861,ST07878,BR07705,2022-03-22,2022-12-05
5862,ST07716,BR07583,2020-10-10,2020-12-30
5863,ST06346,BR00639,2020-12-03,
5864,ST03294,BR03317,2022-03-16,
5865,ST08955,BR06545,2023-03-18,2023-07-27
5866,ST04780,BR01136,2021-08-09,2021-08-29
5867,ST09001,BR06636,2022-01-20,
5868,ST06850,BR06503,2023-07-22,
5869,ST06364,BR07953,2021-01-29,
5870,ST02001,BR09336,2022-05-24,
5871,ST02052,BR03803,2021-06-02,
5872,ST07998,BR09359,2020-11-08,2021-04-20
5873,ST00051,BR03802,2021-03-25,
5874,ST03662,BR09041,2022-02-03,
5875,ST09103,BR05257,2023-08-17,
5876,ST00948,BR05134,2021-01-07,
5877,ST09897,BR07284,2021-04-10,
5878,ST08640,BR05345,2024-07-21,2025-03-17
5879,ST01637,BR01380,2022-03-24,2023-01-14
5880,ST01958,BR01528,2024-01-10,2024-10-13
5881,ST04502,BR00266,2024-03-14,
5882,ST06437,BR01169,2024-04-05,
5883,ST08333,BR02770,2022-03-26,
5884,ST03437,BR08964,2023-07-12,
5885,ST03173,BR01860,2022-02-25,
5886,ST02460,BR08574,2023-09-14,
5887,ST07157,BR09531,2022-03-24,2022-05-29
5888,ST07426,BR08902,2022-06-23,
5889,ST02507,BR00325,2021-06-14,2021-12-29
5890,ST04101,BR01832,2021-12-09,2022-12-06
5891,ST05027,BR08357,2024-05-11,
5892,ST04442,BR02782,2023-12-04,2024-02-19
5893,ST00949,BR00073,2020-07-02,2020-12-26
5894,ST06486,BR04642,2020-07-25,
5895,ST06655,BR01994,2022-05-19,
5896,ST05508,BR02023,2023-08-31,
5897,ST06327,BR05826,2021-09-19,2022-05-30
5898,ST00598,BR01533,2023-03-20,2023-12-20
5899,ST07297,BR06015,2021-02-20,
5900,ST01125,BR06403,2020-08-14,2021-07-27
5901,ST09006,BR04148,2023-09-19,2024-09-12
5902,ST09766,BR08768,2021-12-30,2022-01-30
5903,ST04651,BR05467,2021-04-08,2021-04-24
5904,ST00226,BR05699,2024-10-04,
5905,ST04370,BR06021,2023-02-19,2023-05-19
5906,ST05759,BR09164,2024-01-22,
5907,ST00584,BR05080,2024-12-07,
5908,ST08384,BR09642,2020-09-01,
5909,ST02372,BR04671,2023-05-26,2023-12-23
5910,ST01044,BR06927,2023-03-08,
5911,ST00170,BR04553,2023-11-04,2024-05-17
5912,ST09609,BR05291,2021-02-28,
5913,ST02501,BR05499,2022-10-16,
5914,ST01049,BR04528,2020-07-20,
5915,ST04653,BR07606,2024-10-16,2025-09-16
5916,ST05258,BR08361,2020-02-06,2020-04-22
5917,ST02565,BR08556,2022-07-12,2023-04-30
5918,ST02258,BR08577,2022-12-21,2023-04-17
5919,ST09336,BR08925,2023-01-22,2023-04-09
5920,ST04507,BR08110,2021-10-09,
5921,ST04360,BR06144,2020-09-27,
5922,ST09401,BR00418,2024-02-22,
5923,ST05266,BR00570,2022-10-19,
5924,ST04123,BR05902,2023-03-10,2023-07-27
5925,ST03584,BR05678,2022-05-25,
5926,ST01876,BR07834,2021-06-01,
5927,ST08344,BR04021,2020-01-05,2020-10-25
5928,ST01136,BR08042,2022-10-18,
5929,ST03622,BR04825,2024-03-02,
5930,ST08607,BR06433,2020-05-22,
5931,ST04836,BR04606,2024-02-17,
5932,ST08234,BR09035,2022-06-05,
5933,ST04963,BR03722,2021-08-20,
5934,ST04157,BR02726,2023-12-04,2024-01-02
5935,ST08208,BR02237,2021-08-25,
5936,ST01410,BR04835,2020-11-07,2021-01-28
5937,ST05093,BR07568,2021-04-25,
5938,ST00321,BR04078,2020-04-20,
5939,ST02105,BR07079,2020-11-14,2020-12-15
5940,ST03632,BR07268,2020-09-03,
5941,ST05997,BR07568,2020-06-27,2020-08-16
5942,ST06893,BR07457,2022-06-24,2022-08-17
5943,ST05812,BR00302,2023-03-11,
5944,ST09217,BR03456,2021-03-09,
5945,ST09058,BR05923,2021-04-04,2021-05-22
5946,ST07190,BR06097,2021-05-02,2021-10-17
5947,ST03347,BR07423,2022-01-18,2022-05-20
5948,ST00735,BR07017,2020-01-28,2020-04-03
5949,ST09951,BR01485,2020-06-14,2021-01-08
5950,ST06696,BR01787,2022-04-16,
5951,ST06536,BR00888,2021-08-22,2022-08-19
5952,ST09939,BR00562,2020-05-31,
5953,ST05373,BR01934,2020-01-12,2021-01-07
5954,ST06535,BR07543,2021-10-29,
5955,ST02111,BR02605,2023-03-09,
5956,ST03031,BR02637,2020-09-22,
5957,ST06970,BR07427,2021-05-02,2021-11-16
5958,ST09445,BR02722,2021-03-02,
5959,ST08993,BR04964,2024-11-25,2025-05-17
5960,ST04709,BR05142,2021-07-10,2022-04-11
5961,ST03340,BR07270,2023-12-18,
5962,ST04917,BR03883,2021-02-05,
5963,ST08888,BR05768,2023-06-29,
5964,ST03673,BR07416,2024-06-12,
5965,ST01538,BR08106,2024-04-14,
5966,ST07500,BR06078,2024-11-28,
5967,ST03198,BR00707,2021-03-26,
5968,ST05221,BR08117,2023-09-19,
5969,ST07173,BR07407,2021-06-28,2021-10-10
5970,ST06326,BR04939,2022-06-09,2023-01-09
5971,ST00474,BR08810,2021-08-07,
5972,ST07849,BR00872,2024-12-01,
5973,ST03882,BR00117,2024-08-28,2025-04-13
5974,ST05431,BR08924,2022-10-13,2023-05-02
5975,ST05131,BR00701,2021-08-21,2022-07-16
5976,ST01553,BR06361,2023-02-26,
5977,ST07899,BR06637,2021-11-24,2022-06-10
5978,ST04662,BR04176,2023-08-07,2023-12-22
5979,ST05167,BR08071,2020-07-31,
5980,ST03358,BR07069,2023-12-17,
5981,ST05059,BR07620,2024-06-16,2025-02-18
5982,ST09330,BR07402,2023-01-02,
5983,ST05127,BR00721,2021-11-13,2022-05-08
5984,ST04190,BR00276,2022-06-23,
5985,ST08415,BR05175,2024-12-17,
5986,ST09645,BR05634,2022-04-12,
5987,ST04971,BR04392,2021-11-16,2022-09-02
5988,ST00456,BR00928,2022-07-12,
5989,ST05910,BR06460,2020-07-16,
5990,ST07168,BR03736,2021-07-05,
5991,ST02857,BR00046,2021-11-18,
5992,ST03594,BR09481,2023-10-18,2024-07-14
5993,ST01188,BR09312,2022-12-04,2023-08-24
5994,ST09496,BR04630,2021-09-07,2022-01-22
5995,ST02953,BR04989,2023-02-15,
5996,ST04811,BR05282,2020-02-21,
5997,ST02479,BR05907,2021-11-07,
5998,ST00363,BR04953,2024-01-21,
5999,ST03371,BR06684,2021-11-19,2022-07-09
6000,ST09060,BR03879,2023-09-25,2023-10-12
6001,ST08253,BR09081,2024-02-26,
6002,ST01502,BR07899,2021-09-01,
6003,ST08138,BR02706,2021-01-21,
6004,ST02742,BR00322,2021-08-24,
6005,ST02574,BR00260,2020-10-12,
6006,ST02544,BR02645,2024-02-05,
6007,ST09883,BR03246,2020-09-11,2021-04-28
6008,ST02510,BR01470,2023-08-19,2024-01-16
6009,ST04766,BR02541,2022-06-26,2022-12-05
6010,ST09388,BR01096,2022-08-03,2022-11-30
6011,ST04177,BR06605,2023-10-13,
6012,ST00652,BR01405,2020-04-18,
6013,ST04983,BR08854,2020-01-08,
6014,ST08988,BR09095,2022-05-26,
6015,ST08438,BR06685,2024-05-22,2024-11-13
6016,ST09885,BR03108,2020-03-19,
6017,ST07338,BR01889,2022-08-20,
6018,ST01094,BR04697,2021-03-27,2021-09-19
6019,ST03415,BR03973,2022-07-09,
6020,ST09468,BR05149,2020-02-19,
6021,ST01243,BR01380,2024-03-04,
6022,ST09554,BR02476,2021-06-20,2021-09-09
6023,ST07863,BR08787,2022-07-02,
6024,ST07104,BR02588,2024-03-02,
6025,ST08044,BR05002,2023-03-16,2023-06-08
6026,ST03905,BR01512,2024-09-29,
6027,ST06674,BR06927,2021-03-28,2021-10-18
6028,ST08280,BR01958,2021-03-25,2021-07-15
6029,ST07772,BR09187,2023-09-24,
6030,ST08660,BR01684,2023-10-16,2024-08-27
6031,ST01833,BR07638,2023-11-30,
6032,ST08881,BR00673,2020-10-14,
6033,ST00581,BR05948,2024-08-13,2025-04-20
6034,ST02833,BR06230,2023-04-12,2024-02-13
6035,ST08914,BR07115,2022-02-26,2023-02-23
6036,ST05352,BR06486,2021-06-02,
6037,ST07090,BR06765,2021-11-21,
6038,ST07717,BR00606,2022-09-07,
6039,ST07969,BR07282,2022-04-02,
6040,ST06979,BR07269,2024-11-26,2025-02-22
6041,ST07275,BR02785,2022-07-23,2023-07-20
6042,ST01294,BR04974,2021-02-10,
6043,ST06267,BR01890,2022-07-29,2023-05-25
6044,ST01970,BR02632,2020-01-22,
6045,ST04684,BR07751,2020-06-18,
6046,ST03051,BR09074,2024-07-26,
6047,ST09103,BR06612,2021-02-26,2021-06-19
6048,ST02132,BR01357,2024-11-16,
6049,ST03097,BR05405,2020-05-20,2021-01-07
6050,ST00410,BR05561,2022-04-22,2022-12-08
6051,ST05762,BR05238,2024-01-21,
6052,ST09520,BR00093,2024-11-04,
6053,ST03451,BR06911,2021-04-14,2021-09-10
6054,ST00713,BR04511,2022-03-02,2022-05-18
6055,ST09087,BR00795,2021-04-02,
6056,ST00327,BR05403,2023-09-28,
6057,ST02240,BR03842,2021-06-12,
6058,ST08771,BR04717,2023-06-05,
6059,ST09250,BR07142,2020-09-05,2021-08-17
6060,ST04346,BR08587,2022-02-10,2022-06-12
6061,ST08097,BR08569,2020-05-30,
6062,ST02754,BR07558,2024-11-12,2025-08-06
6063,ST02454,BR09978,2020-07-16,2020-11-09
6064,ST09519,BR07692,2021-06-30,2021-10-17
6065,ST05308,BR05929,2024-08-14,2025-05-14
6066,ST00249,BR00194,2023-12-26,
6067,ST03577,BR01602,2020-08-16,2021-05-12
6068,ST09315,BR02105,2021-04-21,
6069,ST08092,BR00794,2023-12-27,
6070,ST06338,BR04387,2021-12-08,2022-11-04
6071,ST00499,BR09700,2023-12-26,2024-11-27
6072,ST08383,BR05808,2021-04-13,2022-03-24
6073,ST07574,BR01788,2022-07-06,
6074,ST05314,BR05484,2021-09-14,
6075,ST04333,BR00028,2020-08-27,
6076,ST07031,BR01645,2021-11-23,
6077,ST03093,BR03657,2020-04-30,
6078,ST02487,BR09561,2024-11-25,2025-06-13
6079,ST06231,BR01143,2023-12-29,
6080,ST07591,BR02851,2021-12-13,2022-05-04
6081,ST00749,BR00989,2023-03-31,2024-03-03
6082,ST08041,BR08173,2022-09-18,
6083,ST03151,BR09142,2020-03-07,
6084,ST06703,BR06099,2023-11-19,2023-12-24
6085,ST01525,BR09040,2023-03-30,
6086,ST08320,BR02640,2020-09-03,2021-03-23
6087,ST02488,BR07236,2021-11-29,2022-05-17
6088,ST01075,BR09860,2021-05-10,2021-05-18
6089,ST07995,BR03980,2023-05-28,
6090,ST04309,BR01899,2020-03-14,2021-02-07
6091,ST04730,BR06218,2022-07-30,
6092,ST03725,BR02637,2024-02-14,2024-06-03
6093,ST02808,BR02964,2020-09-02,2021-07-10
6094,ST07689,BR07393,2023-08-27,2023-12-04
6095,ST07900,BR01305,2024-02-29,
6096,ST01022,BR08631,2021-02-05,2021-06-22
6097,ST02520,BR01479,2022-12-07,2023-09-06
6098,ST02756,BR02829,2024-01-12,
6099,ST06214,BR01197,2023-07-17,
6100,ST03629,BR08164,2020-01-03,2020-02-26
6101,ST05911,BR09035,2021-09-29,2022-09-24
6102,ST03209,BR06337,2023-11-26,2023-12-30
6103,ST03531,BR02758,2021-11-15,
6104,ST01739,BR03495,2024-07-29,2025-07-01
6105,ST08643,BR06209,2021-08-26,2021-09-25
6106,ST03488,BR04015,2021-10-20,
6107,ST09424,BR02722,2023-12-12,2024-06-09
6108,ST02072,BR00269,2022-09-21,2023-01-07
6109,ST06544,BR01627,2022-10-11,
6110,ST08474,BR08703,2020-10-28,
6111,ST08429,BR01715,2021-08-15,2022-06-15
6112,ST09194,BR06883,2024-01-10,2024-09-17
6113,ST03053,BR00018,2020-08-18,
6114,ST08194,BR08759,2023-02-20,
6115,ST01754,BR07399,2021-01-26,
6116,ST03206,BR05568,2022-08-01,
6117,ST09726,BR08126,2021-05-30,
6118,ST03567,BR04160,2022-10-17,
6119,ST09069,BR03902,2021-02-16,2021-04-08
6120,ST04665,BR09292,2023-08-23,2023-08-29
6121,ST08807,BR08821,2023-02-01,2023-05-16
6122,ST02618,BR03229,2024-01-31,2024-03-25
6123,ST05877,BR01657,2020-05-14,
6124,ST01116,BR04657,2024-11-18,
6125,ST05567,BR02365,2023-09-23,2024-04-06
6126,ST03113,BR07091,2023-03-16,
6127,ST02014,BR09448,2023-02-23,
6128,ST05621,BR03383,2022-12-12,2023-09-18
6129,ST09343,BR03459,2020-09-01,
6130,ST06224,BR04302,2020-07-29,2021-05-02
6131,ST09403,BR03700,2021-01-08,2021-05-22
6132,ST08786,BR04147,2020-04-30,2021-01-26
6133,ST00205,BR08169,2024-07-15,
6134,ST05545,BR03954,2021-05-27,2022-05-22
6135,ST08087,BR08112,2023-07-30,
6136,ST08606,BR06865,2024-07-21,
6137,ST08668,BR06644,2024-03-08,2025-02-06
6138,ST01914,BR08068,2021-12-18,
6139,ST01627,BR07082,2023-02-26,2023-07-07
6140,ST03581,BR04901,2021-03-24,
6141,ST09895,BR04214,2022-10-17,2023-09-11
6142,ST05704,BR07021,2022-05-09,2022-05-14
6143,ST08447,BR05683,2022-11-17,
6144,ST00839,BR00252,2024-03-12,2024-03-17
6145,ST09752,BR04562,2021-09-17,
6146,ST09566,BR09284,2022-01-26,
6147,ST07178,BR06525,2021-12-15,
6148,ST02870,BR05855,2021-12-12,
6149,ST01813,BR06267,2022-07-12,
6150,ST05018,BR01997,2023-11-13,
6151,ST04955,BR03908,2022-04-14,2022-06-29
6152,ST04677,BR04427,2020-11-04,
6153,ST04177,BR04343,2024-03-18,2024-05-13
6154,ST00690,BR08702,2020-12-17,
6155,ST05149,BR07641,2020-11-07,2021-10-09
6156,ST03393,BR01644,2020-07-07,2020-07-19
6157,ST01600,BR03530,2024-02-25,2024-10-31
6158,ST04264,BR05131,2023-07-18,2023-09-09
6159,ST07515,BR09595,2024-08-04,
6160,ST04827,BR03223,2020-12-07,
6161,ST06059,BR00035,2020-03-30,2020-09-14
6162,ST02918,BR04846,2020-12-28,
6163,ST09243,BR05501,2022-09-18,
6164,ST05468,BR09692,2023-12-27,2024-07-18
6165,ST09003,BR06971,2021-01-11,
6166,ST09035,BR03865,2023-04-28,2023-04-30
6167,ST03012,BR01750,2022-10-27,2022-12-28
6168,ST02603,BR08002,2022-04-19,2023-02-19
6169,ST06430,BR00570,2024-02-06,
6170,ST06036,BR04664,2024-07-17,
6171,ST09125,BR04308,2021-03-19,2021-06-04
6172,ST06677,BR02015,2020-09-19,2020-09-21
6173,ST05905,BR01573,2024-07-08,2024-08-24
6174,ST05365,BR02808,2020-04-18,2020-05-23
6175,ST03325,BR00063,2021-09-20,
6176,ST06371,BR03943,2020-04-11,2020-11-03
6177,ST02847,BR07749,2020-06-14,
6178,ST04603,BR07401,2023-09-17,2024-02-04
6179,ST01366,BR08039,2020-07-25,
6180,ST02803,BR09831,2020-08-26,
6181,ST05930,BR08162,2021-11-28,2022-04-18
6182,ST03559,BR07322,2020-05-18,
6183,ST06750,BR00601,2020-05-26,2021-01-13
6184,ST00604,BR03446,2022-06-08,2022-10-11
6185,ST01397,BR08409,2024-08-21,2024-08-23
6186,ST00102,BR00818,2024-11-28,2025-07-28
6187,ST03985,BR03064,2021-04-28,
6188,ST02048,BR04864,2020-06-12,2020-07-21
6189,ST09023,BR02762,2021-12-17,
6190,ST04369,BR04213,2024-02-11,
6191,ST08202,BR08969,2021-03-27,
6192,ST05641,BR03910,2022-07-10,
6193,ST03127,BR07541,2020-04-05,
6194,ST09075,BR06343,2023-04-16,2023-09-18
6195,ST06498,BR04935,2023-09-23,2024-04-08
6196,ST08044,BR03370,2020-05-09,2020-11-12
6197,ST07220,BR05952,2023-03-08,
6198,ST03472,BR02409,2021-04-16,2021-09-03
6199,ST03426,BR07580,2020-09-03,2021-02-28
6200,ST02328,BR00668,2020-07-11,
6201,ST06698,BR03258,2024-11-25,2025-03-05
6202,ST00960,BR07438,2021-03-29,2021-06-17
6203,ST07378,BR00086,2024-06-12,2025-02-04
6204,ST00131,BR00976,2023-04-22,
6205,ST00971,BR03892,2020-01-23,2020-09-12
6206,ST09393,BR06794,2024-09-27,
6207,ST07398,BR05689,2024-11-23,
6208,ST04187,BR07773,2022-06-30,
6209,ST08107,BR05329,2024-05-01,
6210,ST01510,BR05434,2024-06-14,2025-03-22
6211,ST00452,BR02906,2023-01-14,2023-11-13
6212,ST00570,BR05308,2022-07-15,
6213,ST07957,BR04883,2022-06-01,2022-10-16
6214,ST06330,BR03023,2021-12-26,2022-03-16
6215,ST02537,BR03772,2021-02-08,2021-07-12
6216,ST07811,BR09266,2022-08-04,2022-08-14
6217,ST04511,BR06372,2024-02-22,
6218,ST03723,BR07998,2024-02-17,2025-02-01
6219,ST08579,BR04928,2024-09-26,
6220,ST07890,BR05633,2022-06-21,
6221,ST08489,BR00315,2021-06-05,
6222,ST03959,BR04746,2024-11-30,2025-07-04
6223,ST03143,BR00788,2024-08-09,
6224,ST02730,BR05134,2022-01-01,2022-10-28
6225,ST02738,BR02214,2024-01-25,
6226,ST06283,BR05793,2021-05-31,2022-03-15
6227,ST03795,BR03527,2023-11-04,2023-12-26
6228,ST02710,BR09305,2023-10-02,
6229,ST03063,BR06640,2020-01-23,
6230,ST06947,BR07925,2024-01-29,2024-04-16
6231,ST04832,BR06123,2023-08-10,2024-05-12
6232,ST09458,BR03380,2024-01-20,
6233,ST06469,BR04943,2022-02-02,2023-01-12
6234,ST01401,BR06361,2023-07-07,
6235,ST09274,BR07179,2021-10-11,
6236,ST06794,BR09829,2020-05-11,2020-10-18
6237,ST06956,BR06595,2020-10-01,2020-12-18
6238,ST02848,BR08520,2023-09-12,2023-10-18
6239,ST03779,BR01330,2023-12-02,
6240,ST03552,BR03518,2022-11-16,
6241,ST04796,BR06485,2020-08-04,2021-04-12
6242,ST08179,BR01042,2021-08-01,2022-06-01
6243,ST03751,BR05764,2022-12-08,
6244,ST08176,BR08191,2022-05-17,2022-12-27
6245,ST01122,BR08359,2024-11-24,2025-01-25
6246,ST08231,BR07203,2020-04-16,2020-05-05
6247,ST07875,BR03738,2021-05-16,2021-11-02
6248,ST01571,BR05754,2021-05-04,2022-05-02
6249,ST09742,BR08019,2022-11-07,
6250,ST06616,BR00842,2022-03-06,2022-12-01
6251,ST09337,BR04273,2020-04-18,2020-07-05
6252,ST00058,BR03390,2022-09-07,
6253,ST07265,BR03958,2023-10-01,2024-02-05
6254,ST03880,BR02081,2024-05-30,2024-09-12
6255,ST04605,BR06220,2022-08-19,
6256,ST08589,BR00044,2020-05-24,2021-01-16
6257,ST01303,BR07756,2024-02-23,2024-06-18
6258,ST02342,BR00465,2024-07-30,
6259,ST03820,BR00167,2022-01-21,
6260,ST08013,BR08246,2022-07-08,
6261,ST03236,BR02558,2022-04-19,2022-10-02
6262,ST00558,BR04617,2023-09-08,
6263,ST09753,BR01011,2023-04-06,2023-10-20
6264,ST00700,BR07745,2021-05-07,
