BookingID,ItemID,Quantity
2623,ITEM08087,4
150,ITEM07056,3
1678,ITEM05657,5
998,ITEM06601,7
985,ITEM09755,5
547,ITEM06336,5
955,ITEM09845,10
3948,ITEM07496,10
256,ITEM07946,3
1390,ITEM09016,2
2502,ITEM07030,3
86,ITEM07602,3
943,ITEM09220,3
3320,ITEM09869,7
852,ITEM09399,3
4744,ITEM09958,8
2096,ITEM06452,2
1928,ITEM09455,7
403,ITEM08972,4
4746,ITEM06052,8
1336,ITEM08209,5
583,ITEM05819,2
895,ITEM09603,3
1940,ITEM08156,3
215,ITEM06263,5
1447,ITEM08543,10
4907,ITEM07920,8
2588,ITEM09523,5
3201,ITEM08268,2
1689,ITEM06127,4
1334,ITEM08589,2
2539,ITEM07650,6
116,ITEM06253,9
1184,ITEM09832,8
4783,ITEM07918,1
2591,ITEM06180,7
2480,ITEM08900,3
2398,ITEM08874,9
2959,ITEM06576,2
4829,ITEM09103,2
1420,ITEM07484,3
1631,ITEM09233,4
2107,ITEM07750,2
1708,ITEM05679,1
2285,ITEM08160,4
3932,ITEM08374,5
2630,ITEM09591,5
2035,ITEM05264,9
3900,ITEM08417,7
4367,ITEM07711,8
3838,ITEM07131,4
2466,ITEM05274,3
4947,ITEM08930,8
4748,ITEM09167,8
3930,ITEM05786,1
1092,ITEM07232,10
2950,ITEM05928,5
4739,ITEM09265,7
4581,ITEM08843,1
2573,ITEM08614,2
1165,ITEM06268,10
2760,ITEM09021,3
925,ITEM07921,3
4927,ITEM05152,3
1378,ITEM07301,1
1186,ITEM05148,4
4759,ITEM05806,7
1910,ITEM06616,8
128,ITEM08444,3
3852,ITEM09528,10
3589,ITEM07855,3
1450,ITEM09232,5
3950,ITEM05803,5
226,ITEM07213,2
3068,ITEM08591,2
1307,ITEM08522,5
2011,ITEM05947,9
3387,ITEM09274,7
3397,ITEM08458,8
2692,ITEM07122,8
693,ITEM06129,6
2760,ITEM09131,4
43,ITEM07878,2
1056,ITEM08776,7
2511,ITEM05949,3
3562,ITEM07901,6
109,ITEM06219,9
3630,ITEM08236,4
3488,ITEM08537,8
711,ITEM07274,3
4818,ITEM07616,10
1296,ITEM05805,4
3610,ITEM07490,3
1027,ITEM07928,2
1697,ITEM07412,3
2000,ITEM06740,9
2793,ITEM08611,2
2328,ITEM08864,10
1659,ITEM09578,7
3863,ITEM09861,3
1119,ITEM07776,8
4111,ITEM05096,4
3833,ITEM07372,1
3018,ITEM07600,7
1642,ITEM06439,8
3326,ITEM08002,2
1190,ITEM07513,6
782,ITEM09886,9
4392,ITEM09184,1
2406,ITEM09193,1
1122,ITEM09157,9
4851,ITEM05674,5
2681,ITEM05854,2
409,ITEM07107,2
3248,ITEM06909,7
2976,ITEM05034,9
3681,ITEM06761,7
2378,ITEM09031,3
4369,ITEM07986,6
4859,ITEM07610,1
1205,ITEM06814,8
4771,ITEM07781,5
4854,ITEM09248,5
3590,ITEM06197,10
4803,ITEM05729,5
1732,ITEM09184,5
2038,ITEM06283,7
1429,ITEM08538,1
1280,ITEM07394,9
3424,ITEM08460,6
2154,ITEM09509,9
1089,ITEM06347,7
2570,ITEM09060,7
434,ITEM05908,1
3074,ITEM09324,2
1952,ITEM07617,10
2334,ITEM05070,5
1939,ITEM08143,10
3459,ITEM08442,2
4400,ITEM07511,6
3761,ITEM09775,9
3870,ITEM07469,1
4451,ITEM09657,2
3185,ITEM07204,10
1640,ITEM06531,6
4598,ITEM06581,7
2710,ITEM05885,10
1755,ITEM08636,7
2613,ITEM07502,2
165,ITEM09788,1
443,ITEM05307,6
3269,ITEM09425,2
4787,ITEM05122,6
1246,ITEM08793,5
4015,ITEM09044,3
1606,ITEM08293,9
2726,ITEM05008,10
885,ITEM08047,10
4390,ITEM06160,10
2132,ITEM06600,1
4548,ITEM07777,3
904,ITEM08421,3
2636,ITEM08016,4
1200,ITEM09416,9
600,ITEM09986,2
4596,ITEM06326,9
684,ITEM09244,10
4202,ITEM09682,8
2841,ITEM06491,1
659,ITEM07431,7
1899,ITEM09107,4
469,ITEM06926,10
1758,ITEM08494,3
884,ITEM08224,4
4616,ITEM05337,7
2964,ITEM05685,3
2648,ITEM08450,3
1795,ITEM06179,9
1509,ITEM06903,1
1573,ITEM07569,6
477,ITEM06754,10
4428,ITEM06490,4
2393,ITEM09128,6
1304,ITEM09560,10
4028,ITEM08455,7
2583,ITEM09653,3
3075,ITEM09711,1
956,ITEM09865,1
270,ITEM05689,1
3364,ITEM09064,2
4395,ITEM05571,10
957,ITEM09167,4
554,ITEM06548,9
3413,ITEM05353,4
1984,ITEM06180,2
501,ITEM05269,4
1680,ITEM08232,2
820,ITEM07477,2
688,ITEM08467,2
1246,ITEM05364,3
205,ITEM06909,5
1943,ITEM09488,2
4497,ITEM08723,9
2703,ITEM06851,4
3213,ITEM09391,8
4027,ITEM09803,2
3948,ITEM05056,5
4027,ITEM07855,4
3026,ITEM09442,9
821,ITEM08845,3
3526,ITEM08128,2
2391,ITEM09045,3
1510,ITEM06823,7
4655,ITEM09850,9
1612,ITEM08914,7
3086,ITEM09341,4
3223,ITEM08194,6
615,ITEM06685,2
862,ITEM06650,6
1691,ITEM08927,3
2328,ITEM07874,2
3559,ITEM05866,7
2411,ITEM05295,9
2518,ITEM09159,7
905,ITEM07593,2
4855,ITEM06738,6
3813,ITEM05654,1
3559,ITEM09807,1
1651,ITEM07439,3
2972,ITEM05831,2
3721,ITEM07475,6
2278,ITEM07913,9
243,ITEM06116,6
824,ITEM08291,2
3554,ITEM06733,5
3206,ITEM08444,1
4649,ITEM07561,10
4343,ITEM07908,6
3677,ITEM08078,8
4796,ITEM05067,8
4515,ITEM05554,8
4845,ITEM09788,10
10,ITEM05911,4
3779,ITEM08280,7
2946,ITEM06275,9
2578,ITEM07128,4
2332,ITEM08669,6
2572,ITEM09102,2
1229,ITEM05765,4
4932,ITEM08855,1
2349,ITEM05893,9
1696,ITEM05619,8
313,ITEM05290,9
4430,ITEM07510,9
4963,ITEM09371,4
1725,ITEM09988,9
1066,ITEM08677,2
4232,ITEM09443,3
1620,ITEM09199,9
3774,ITEM07507,9
1662,ITEM06278,9
4789,ITEM05472,1
68,ITEM05235,9
3412,ITEM07024,8
1062,ITEM05630,10
1939,ITEM06077,3
3910,ITEM05909,5
1935,ITEM06980,7
3270,ITEM07486,8
4811,ITEM08381,1
2731,ITEM09192,8
1197,ITEM08660,3
4972,ITEM07183,3
3157,ITEM07420,1
3363,ITEM09797,7
1883,ITEM09272,5
4919,ITEM06118,6
3746,ITEM05596,6
2127,ITEM06756,6
2675,ITEM07608,8
4952,ITEM06235,7
4172,ITEM09946,2
4513,ITEM07165,2
2663,ITEM09431,5
4552,ITEM06995,8
4141,ITEM06387,6
2801,ITEM07041,9
4364,ITEM05994,5
4509,ITEM06216,3
3499,ITEM05109,2
4883,ITEM06614,1
5000,ITEM06389,9
2171,ITEM09197,4
3782,ITEM06078,2
2589,ITEM07536,5
3693,ITEM06664,6
2944,ITEM07892,3
4665,ITEM08832,7
2894,ITEM06817,9
2930,ITEM06341,5
1629,ITEM06203,7
157,ITEM05131,3
243,ITEM05168,4
3856,ITEM05218,7
1613,ITEM08666,3
2736,ITEM07775,6
2844,ITEM05770,1
2500,ITEM07217,9
3070,ITEM05587,9
2962,ITEM08988,4
3361,ITEM08166,3
3367,ITEM05907,5
1747,ITEM06602,2
3852,ITEM09583,9
1356,ITEM07736,2
1487,ITEM09182,3
967,ITEM09317,7
1584,ITEM09396,7
2234,ITEM06178,10
3238,ITEM08491,1
201,ITEM08126,10
2798,ITEM05906,10
3108,ITEM05923,9
2788,ITEM09316,4
1609,ITEM07339,3
697,ITEM09222,8
1879,ITEM08654,5
2108,ITEM08321,6
1875,ITEM09865,3
4310,ITEM06808,6
1255,ITEM08047,10
1728,ITEM06887,6
3705,ITEM09453,3
2010,ITEM07069,2
1908,ITEM06240,5
2917,ITEM07813,10
272,ITEM07126,7
1367,ITEM05044,10
2418,ITEM07778,1
2822,ITEM07011,5
3852,ITEM05917,4
2653,ITEM05254,7
4827,ITEM05726,2
2958,ITEM09396,4
1004,ITEM07993,9
3694,ITEM09362,4
714,ITEM09040,5
588,ITEM07939,8
1383,ITEM06075,2
1130,ITEM05038,4
3160,ITEM05747,4
2677,ITEM05934,3
4397,ITEM07484,1
1417,ITEM05455,4
626,ITEM07201,9
2971,ITEM08323,2
4706,ITEM06738,1
4046,ITEM08200,2
966,ITEM05839,3
2888,ITEM07061,1
4536,ITEM05438,6
3153,ITEM09567,8
1839,ITEM09658,3
1793,ITEM06753,5
2737,ITEM06943,9
204,ITEM07601,6
2942,ITEM09531,6
2331,ITEM05316,3
2495,ITEM09909,4
150,ITEM09146,4
3768,ITEM09846,5
1977,ITEM06502,1
1228,ITEM09178,6
2599,ITEM06271,9
3562,ITEM09439,7
545,ITEM05169,6
4474,ITEM08020,9
4685,ITEM06299,9
4912,ITEM08681,7
3843,ITEM05168,8
2112,ITEM09227,5
4300,ITEM06687,3
544,ITEM05043,1
4007,ITEM05771,8
4453,ITEM07147,10
1481,ITEM06765,1
2118,ITEM08770,6
1757,ITEM05734,6
1156,ITEM06912,2
2277,ITEM07867,9
4866,ITEM09645,5
2185,ITEM07334,2
1725,ITEM05118,5
1498,ITEM08017,3
1990,ITEM07878,4
1992,ITEM05264,5
1053,ITEM08219,4
3553,ITEM05443,4
1635,ITEM05818,4
3802,ITEM05223,7
767,ITEM07562,3
3831,ITEM08741,1
2475,ITEM07032,1
2909,ITEM07717,1
2175,ITEM09482,6
3824,ITEM07463,4
4953,ITEM08781,2
2276,ITEM09143,10
1815,ITEM06068,9
4755,ITEM08904,6
3506,ITEM09953,8
4547,ITEM06000,2
1451,ITEM08769,5
1225,ITEM06674,5
213,ITEM08640,6
2725,ITEM06379,1
716,ITEM09810,2
2959,ITEM09353,7
3908,ITEM07052,5
3975,ITEM06068,2
2336,ITEM06574,9
263,ITEM05553,1
4730,ITEM05430,5
3525,ITEM08794,1
3568,ITEM08528,9
968,ITEM09916,10
4353,ITEM08234,9
2121,ITEM05752,2
1135,ITEM07671,7
939,ITEM07451,1
2123,ITEM05726,4
4576,ITEM05451,3
312,ITEM06093,7
16,ITEM05608,9
1259,ITEM08981,9
526,ITEM09471,7
1260,ITEM05530,2
2596,ITEM06981,8
2455,ITEM06870,8
3115,ITEM07813,6
2601,ITEM06305,6
839,ITEM07933,8
646,ITEM06197,9
813,ITEM07724,3
19,ITEM05606,8
3289,ITEM06763,3
2835,ITEM09581,1
26,ITEM06218,9
354,ITEM08491,2
4492,ITEM08756,1
3980,ITEM05235,6
896,ITEM09423,2
3049,ITEM05407,10
2229,ITEM09339,9
4808,ITEM07694,2
3177,ITEM07198,10
171,ITEM09101,9
2663,ITEM08526,5
997,ITEM08734,7
1381,ITEM08663,2
4330,ITEM05605,1
3567,ITEM05716,4
333,ITEM06660,5
1697,ITEM07406,8
41,ITEM06955,8
182,ITEM06550,6
1382,ITEM08674,9
3157,ITEM05428,1
2044,ITEM05971,5
21,ITEM07794,2
4640,ITEM07898,1
1478,ITEM07836,7
603,ITEM07122,4
4428,ITEM06589,3
2299,ITEM05412,10
855,ITEM06998,1
2538,ITEM09402,6
3875,ITEM07209,1
4063,ITEM06908,1
2438,ITEM09294,4
4770,ITEM06936,1
2329,ITEM05211,10
2079,ITEM08875,5
2619,ITEM08563,4
4649,ITEM08411,9
2582,ITEM06224,9
3142,ITEM08311,5
4852,ITEM09082,5
1798,ITEM08570,8
1252,ITEM05829,6
122,ITEM07236,4
4307,ITEM08631,4
1113,ITEM09905,5
3610,ITEM05332,7
261,ITEM07620,6
4785,ITEM07156,4
424,ITEM09793,5
3352,ITEM06426,7
1001,ITEM08404,5
213,ITEM07260,7
1234,ITEM07178,3
3599,ITEM07652,8
1281,ITEM06884,10
552,ITEM07673,2
4460,ITEM07695,8
717,ITEM08858,7
4945,ITEM09558,5
2585,ITEM09672,5
4917,ITEM05753,6
3121,ITEM06047,10
2651,ITEM05891,7
856,ITEM08065,6
2476,ITEM07416,5
92,ITEM09204,4
4517,ITEM06047,6
3036,ITEM06963,10
226,ITEM06615,9
1450,ITEM07918,3
1044,ITEM05408,1
1150,ITEM09861,5
1885,ITEM07546,9
1110,ITEM09046,3
16,ITEM05190,1
2357,ITEM05677,8
855,ITEM07093,2
193,ITEM09456,5
4676,ITEM08972,8
4564,ITEM09711,3
1377,ITEM06085,4
4581,ITEM06544,1
3074,ITEM06041,3
524,ITEM05565,6
3797,ITEM05774,9
4336,ITEM06710,1
1850,ITEM09544,9
489,ITEM06221,3
1585,ITEM06103,5
283,ITEM09806,5
3654,ITEM05285,1
3692,ITEM05011,7
4060,ITEM06901,1
4996,ITEM08088,4
2383,ITEM07987,3
4103,ITEM08028,10
1520,ITEM07269,8
1451,ITEM05962,9
2610,ITEM09322,7
3158,ITEM08148,10
4843,ITEM06594,5
1202,ITEM06290,8
927,ITEM08549,5
4612,ITEM05124,5
1945,ITEM09211,7
3,ITEM07041,6
2469,ITEM07874,10
3875,ITEM07831,8
2012,ITEM07155,5
1798,ITEM08072,3
396,ITEM08508,10
3983,ITEM05141,9
270,ITEM07013,9
4131,ITEM07439,10
2810,ITEM05375,3
4563,ITEM06008,2
559,ITEM09388,6
2506,ITEM05727,2
1908,ITEM05998,5
506,ITEM06843,1
372,ITEM07729,6
3243,ITEM09285,8
339,ITEM09732,7
1720,ITEM09071,10
932,ITEM07666,5
3560,ITEM05980,9
1158,ITEM07312,2
4267,ITEM07053,7
163,ITEM05638,7
4453,ITEM08715,3
2245,ITEM08679,4
1626,ITEM05718,6
3560,ITEM09484,1
2993,ITEM08318,3
2910,ITEM06270,10
4590,ITEM07531,3
3981,ITEM06968,3
1201,ITEM08424,6
2412,ITEM08827,10
3997,ITEM07283,6
2095,ITEM06340,4
4672,ITEM06339,9
3524,ITEM09073,6
2731,ITEM06130,5
2563,ITEM09952,10
3882,ITEM06282,2
212,ITEM07198,10
2638,ITEM07816,10
4186,ITEM09070,10
2007,ITEM09917,5
4992,ITEM06927,5
2684,ITEM06884,3
3137,ITEM07032,7
3291,ITEM07273,1
2844,ITEM05829,1
1447,ITEM07255,1
4889,ITEM05422,2
4995,ITEM08539,8
4202,ITEM07408,5
4955,ITEM07817,3
222,ITEM06046,7
498,ITEM09627,1
3270,ITEM05563,6
2246,ITEM08621,10
3848,ITEM07459,9
152,ITEM07922,10
1435,ITEM06372,8
4170,ITEM06463,10
2114,ITEM05380,1
4095,ITEM05089,10
2412,ITEM07535,3
2102,ITEM08824,5
2476,ITEM09039,9
2631,ITEM05985,7
3000,ITEM05781,10
2577,ITEM05954,6
1469,ITEM05728,10
755,ITEM09494,8
2302,ITEM07607,10
4205,ITEM06337,6
782,ITEM08533,1
503,ITEM05234,8
4939,ITEM06097,5
590,ITEM06370,1
3775,ITEM08043,6
4698,ITEM06227,1
150,ITEM05353,7
1419,ITEM05839,6
3527,ITEM07491,4
2426,ITEM06468,1
2813,ITEM06830,8
33,ITEM05007,7
762,ITEM07021,2
2567,ITEM09617,1
874,ITEM08368,4
839,ITEM05300,6
3717,ITEM07166,6
1308,ITEM09036,6
1271,ITEM08480,7
2498,ITEM05967,3
1469,ITEM07282,5
2977,ITEM07345,7
3374,ITEM07194,6
4651,ITEM05487,4
1830,ITEM06066,6
1419,ITEM08453,1
2626,ITEM06694,5
555,ITEM09358,3
3633,ITEM08847,9
2588,ITEM09009,9
3712,ITEM05898,7
3297,ITEM05341,10
3453,ITEM08744,4
585,ITEM08332,1
1072,ITEM07375,4
790,ITEM06669,1
1739,ITEM09038,4
1794,ITEM07756,5
1537,ITEM06861,8
4227,ITEM07625,5
3987,ITEM06163,10
730,ITEM09958,7
3948,ITEM09679,5
740,ITEM06475,8
3941,ITEM05363,10
2619,ITEM09329,10
2302,ITEM08639,9
812,ITEM06099,8
651,ITEM08381,1
763,ITEM05744,6
3483,ITEM05586,4
3282,ITEM06748,8
3144,ITEM09268,6
4617,ITEM05486,8
3073,ITEM09359,2
4878,ITEM09594,8
3025,ITEM06453,9
351,ITEM06396,3
4825,ITEM06507,10
1609,ITEM09385,1
631,ITEM06481,4
1246,ITEM07140,6
4290,ITEM08956,8
3707,ITEM05903,1
3054,ITEM06325,5
4903,ITEM08182,9
4770,ITEM08894,4
3755,ITEM09840,5
4675,ITEM05497,10
2211,ITEM09246,10
4553,ITEM09438,10
1956,ITEM09602,2
1236,ITEM05586,7
3736,ITEM07858,10
2952,ITEM08136,4
2775,ITEM05907,10
4657,ITEM09407,7
449,ITEM07508,6
4316,ITEM06877,8
944,ITEM08689,3
2924,ITEM08744,3
342,ITEM08553,7
2717,ITEM09278,6
266,ITEM07415,8
1385,ITEM09105,2
1661,ITEM07775,8
758,ITEM09570,10
3069,ITEM06128,9
4071,ITEM06606,8
975,ITEM05206,8
3470,ITEM07536,2
2939,ITEM05964,9
1746,ITEM06759,4
1363,ITEM08437,1
796,ITEM06024,4
72,ITEM08492,3
1002,ITEM08115,4
1878,ITEM09284,1
3480,ITEM07078,4
1977,ITEM06978,9
4583,ITEM07335,4
3896,ITEM06311,3
3556,ITEM07653,2
4901,ITEM06646,5
4572,ITEM09367,10
4139,ITEM09141,2
3617,ITEM09416,1
4500,ITEM07223,8
308,ITEM09002,3
2135,ITEM09298,4
3326,ITEM05832,7
772,ITEM09496,5
2040,ITEM08959,8
2548,ITEM09216,6
2574,ITEM06576,8
1418,ITEM06960,7
4336,ITEM05851,3
1474,ITEM09107,4
425,ITEM09271,9
97,ITEM09965,10
3548,ITEM06265,2
1806,ITEM09170,3
169,ITEM08663,5
539,ITEM05586,8
3697,ITEM05677,7
771,ITEM05498,1
2090,ITEM08177,7
4466,ITEM05394,8
4203,ITEM08057,3
3462,ITEM06054,1
533,ITEM05744,9
3817,ITEM07487,7
2180,ITEM07904,8
790,ITEM09383,6
2979,ITEM09869,2
93,ITEM07586,7
2583,ITEM06704,5
4908,ITEM07826,5
2611,ITEM08742,3
3255,ITEM07346,10
934,ITEM05278,4
4444,ITEM08631,6
2692,ITEM07495,5
4682,ITEM06727,3
238,ITEM05785,1
2536,ITEM07383,9
626,ITEM08015,1
3463,ITEM07865,10
1139,ITEM05491,1
3841,ITEM05769,8
2223,ITEM07444,2
1009,ITEM09540,7
1695,ITEM05340,3
2456,ITEM07293,10
2050,ITEM07358,6
2459,ITEM06827,10
1490,ITEM07902,5
1521,ITEM06902,6
4909,ITEM08441,5
3575,ITEM05258,5
2059,ITEM05619,6
1097,ITEM05239,9
1097,ITEM07013,4
1805,ITEM05283,7
4491,ITEM08702,9
1378,ITEM06015,7
2873,ITEM08253,2
4329,ITEM09628,10
1020,ITEM08885,8
3783,ITEM09921,9
3608,ITEM07501,2
3891,ITEM06772,9
2997,ITEM08641,6
1655,ITEM06884,6
479,ITEM07422,1
4790,ITEM08387,6
3910,ITEM09573,1
1711,ITEM08709,8
682,ITEM06947,3
3715,ITEM07729,8
489,ITEM05213,4
4274,ITEM06150,4
4635,ITEM09475,4
2077,ITEM07384,4
3703,ITEM08481,4
3048,ITEM06329,3
1222,ITEM08706,3
4253,ITEM06569,6
1234,ITEM08190,6
4481,ITEM09255,1
627,ITEM09332,2
4595,ITEM07253,8
2180,ITEM07983,4
4253,ITEM07238,7
4248,ITEM08468,1
980,ITEM05434,3
1438,ITEM08858,9
2253,ITEM06190,4
2748,ITEM06982,3
4181,ITEM08678,7
1549,ITEM08102,9
927,ITEM05128,10
2178,ITEM06289,8
3193,ITEM05181,3
4467,ITEM08224,6
3469,ITEM06646,9
1506,ITEM07524,2
819,ITEM07539,10
4233,ITEM09239,2
484,ITEM06912,5
3175,ITEM06650,1
175,ITEM07058,6
3056,ITEM09865,3
2462,ITEM07931,1
1070,ITEM06450,1
2432,ITEM08623,2
3204,ITEM05504,2
981,ITEM07249,2
253,ITEM06753,7
644,ITEM06810,6
3615,ITEM05031,1
3577,ITEM09372,6
4436,ITEM05770,2
649,ITEM06635,1
2792,ITEM08494,5
1851,ITEM09131,10
3090,ITEM09847,10
348,ITEM05972,10
1200,ITEM08124,4
2524,ITEM07056,2
422,ITEM05787,8
874,ITEM06848,5
540,ITEM08823,3
1151,ITEM06464,8
983,ITEM05961,9
228,ITEM08356,3
4379,ITEM07864,3
1386,ITEM08457,3
4327,ITEM07709,8
4447,ITEM05711,10
4097,ITEM05762,8
4741,ITEM08711,9
2123,ITEM08056,3
3392,ITEM08389,10
4002,ITEM06484,4
831,ITEM05268,7
716,ITEM05975,1
4620,ITEM07119,7
3819,ITEM07636,5
814,ITEM05174,1
1183,ITEM05689,6
4552,ITEM09652,8
44,ITEM06780,5
3750,ITEM06842,6
339,ITEM07409,4
1201,ITEM05287,8
1735,ITEM07502,7
2652,ITEM05462,1
4971,ITEM06705,8
2885,ITEM07190,9
321,ITEM09902,1
2015,ITEM08833,7
2516,ITEM09041,4
1030,ITEM09971,5
4812,ITEM06002,6
245,ITEM09737,7
2558,ITEM05314,10
3944,ITEM07514,2
489,ITEM06872,8
195,ITEM07542,2
3579,ITEM09353,2
330,ITEM09630,8
2311,ITEM07027,3
4986,ITEM07294,9
963,ITEM08531,3
3589,ITEM06337,2
1175,ITEM08076,4
4340,ITEM08646,4
4513,ITEM05586,4
3721,ITEM09216,2
516,ITEM05194,10
2686,ITEM05179,2
2325,ITEM08342,3
2663,ITEM09871,2
2901,ITEM08426,2
4936,ITEM06023,1
4614,ITEM07315,6
349,ITEM08249,9
3978,ITEM06480,1
1979,ITEM05999,8
1536,ITEM08526,9
3283,ITEM06153,6
2688,ITEM07746,6
3353,ITEM08968,5
3118,ITEM09574,1
562,ITEM05894,6
3762,ITEM06606,10
2780,ITEM05208,3
4673,ITEM08106,4
3097,ITEM05345,7
2574,ITEM05270,10
4469,ITEM06450,4
1549,ITEM09241,9
2150,ITEM07652,3
2563,ITEM09849,5
515,ITEM07255,7
3444,ITEM08146,3
422,ITEM09646,9
3128,ITEM07429,3
572,ITEM07834,7
226,ITEM07380,2
4826,ITEM08321,4
4218,ITEM08924,2
3134,ITEM08640,1
3894,ITEM06596,4
1826,ITEM07904,4
2188,ITEM06046,6
1194,ITEM05588,5
1520,ITEM05039,10
2852,ITEM07373,10
905,ITEM06723,4
2386,ITEM08219,8
3024,ITEM06732,9
965,ITEM09995,4
1124,ITEM06976,5
1152,ITEM06157,1
692,ITEM06415,8
4394,ITEM08673,9
235,ITEM05316,8
2940,ITEM07965,3
911,ITEM09445,6
985,ITEM05049,2
3314,ITEM06815,6
2666,ITEM09653,3
1890,ITEM06037,2
1568,ITEM05159,3
195,ITEM08697,6
480,ITEM06152,9
4834,ITEM08110,7
4826,ITEM05103,9
4166,ITEM05159,8
1024,ITEM07317,5
4958,ITEM05096,8
505,ITEM06481,8
2032,ITEM06250,6
4895,ITEM07302,4
1697,ITEM08974,10
4764,ITEM07399,10
3078,ITEM08642,6
4473,ITEM07697,4
1853,ITEM08760,2
3756,ITEM08444,5
3623,ITEM08436,5
1450,ITEM09067,5
764,ITEM09436,1
2857,ITEM08816,2
3773,ITEM06960,5
4368,ITEM08272,5
1995,ITEM06928,6
3605,ITEM08888,7
1917,ITEM07655,10
840,ITEM07705,5
3610,ITEM07402,2
3972,ITEM06741,9
4133,ITEM09226,6
2950,ITEM05726,3
1418,ITEM05604,4
2294,ITEM06225,6
4991,ITEM09027,7
3268,ITEM07485,2
2978,ITEM07830,5
4237,ITEM06316,7
3229,ITEM07021,10
3331,ITEM09621,3
2490,ITEM08376,2
1805,ITEM09727,3
1252,ITEM08864,4
2262,ITEM09561,6
900,ITEM05575,1
2392,ITEM07708,8
2176,ITEM06929,6
427,ITEM09227,7
894,ITEM09550,9
2618,ITEM08261,2
1580,ITEM06361,1
184,ITEM08566,5
3111,ITEM07684,8
981,ITEM08465,2
1061,ITEM06641,8
1867,ITEM09776,3
3882,ITEM05979,7
1993,ITEM07028,10
1492,ITEM05544,4
3022,ITEM08309,6
863,ITEM08530,9
3972,ITEM06085,1
411,ITEM07035,1
2657,ITEM08195,8
4894,ITEM07845,7
2747,ITEM09617,3
3993,ITEM05964,6
950,ITEM06521,9
2284,ITEM08245,6
1102,ITEM05167,5
2833,ITEM09732,6
492,ITEM06245,1
4543,ITEM08588,1
1128,ITEM07558,9
273,ITEM09662,4
3243,ITEM05198,9
1263,ITEM07718,4
1240,ITEM05941,1
908,ITEM07557,9
2455,ITEM06261,3
1632,ITEM07767,8
3742,ITEM06369,2
4999,ITEM07407,1
3084,ITEM06698,4
340,ITEM06902,5
2172,ITEM06041,9
4114,ITEM07764,3
516,ITEM08009,5
3897,ITEM05746,6
3645,ITEM05313,3
4382,ITEM05554,1
3595,ITEM09751,2
1072,ITEM09214,2
3145,ITEM06377,9
554,ITEM08985,1
3465,ITEM06787,3
60,ITEM05696,3
367,ITEM08774,10
2815,ITEM08971,9
1573,ITEM09741,9
2695,ITEM09488,4
4311,ITEM07364,10
368,ITEM08821,10
1896,ITEM05524,5
3151,ITEM07446,8
883,ITEM08095,8
4922,ITEM05269,6
65,ITEM06649,6
348,ITEM07494,2
401,ITEM08598,7
2753,ITEM07023,7
2698,ITEM08996,10
1447,ITEM08258,2
4303,ITEM05313,9
4845,ITEM06119,10
1479,ITEM07893,8
3504,ITEM07371,10
2178,ITEM07300,9
3679,ITEM05974,8
3634,ITEM09617,6
458,ITEM09106,2
1063,ITEM08806,10
4666,ITEM05257,8
1015,ITEM08310,9
2317,ITEM09180,6
2403,ITEM07828,5
1560,ITEM08950,10
4214,ITEM08110,2
5000,ITEM07330,3
255,ITEM07557,10
2126,ITEM07384,5
1400,ITEM07076,5
4603,ITEM06897,3
4389,ITEM09964,3
1638,ITEM06420,6
2887,ITEM07502,1
3720,ITEM09048,7
1229,ITEM05319,7
1101,ITEM06700,2
747,ITEM06935,7
1795,ITEM07576,10
2661,ITEM09010,7
208,ITEM05549,10
2972,ITEM07345,3
3891,ITEM05673,3
3725,ITEM09485,6
4792,ITEM07034,2
159,ITEM07853,6
3301,ITEM08589,8
4520,ITEM07073,4
1934,ITEM05006,1
3933,ITEM06611,4
2133,ITEM07964,4
111,ITEM07728,7
885,ITEM05454,10
615,ITEM07969,2
4242,ITEM06558,6
249,ITEM08624,9
758,ITEM06930,1
2832,ITEM07389,4
369,ITEM05640,8
3387,ITEM09346,8
4872,ITEM09371,5
4464,ITEM08263,1
4115,ITEM09814,2
2656,ITEM06590,3
477,ITEM06370,4
4131,ITEM05499,3
3464,ITEM05034,8
1541,ITEM08293,3
199,ITEM09756,8
159,ITEM05744,8
2696,ITEM08874,6
4651,ITEM08833,10
331,ITEM07451,9
1960,ITEM09630,5
4954,ITEM07872,6
1863,ITEM06633,5
4254,ITEM05479,7
3878,ITEM05061,7
1853,ITEM07606,4
3146,ITEM08559,6
2232,ITEM05233,3
2166,ITEM06230,5
886,ITEM08524,6
1521,ITEM09938,5
3144,ITEM05546,5
1160,ITEM09232,10
2170,ITEM08679,3
1197,ITEM06535,10
4161,ITEM07282,10
3994,ITEM07400,5
4881,ITEM06771,3
1018,ITEM06674,9
1326,ITEM07072,4
2707,ITEM07297,1
3893,ITEM07685,4
4495,ITEM05295,4
1363,ITEM06288,10
4637,ITEM07426,5
4148,ITEM09481,2
4488,ITEM08762,9
1690,ITEM07661,7
302,ITEM07323,6
3978,ITEM07951,3
4806,ITEM06897,2
1048,ITEM09273,9
2576,ITEM06323,1
3366,ITEM08026,7
376,ITEM05830,10
672,ITEM06338,7
3984,ITEM05091,1
1973,ITEM08995,10
2820,ITEM09178,7
4729,ITEM06259,5
2607,ITEM05805,8
308,ITEM09318,1
1035,ITEM07874,5
4902,ITEM08934,6
796,ITEM09602,3
249,ITEM09528,1
3099,ITEM08178,5
3202,ITEM06148,3
562,ITEM08641,3
