SessionID,UserID,SessionStart,SessionDuration,DeviceType,IPAddress,InternalSource
SESSION05626,USR03971,2024-05-23 12:48:48,3880,Tablet,132.247.89.204,App
SESSION05627,USR06597,2024-04-07 21:37:05,4801,Tablet,96.181.89.249,App
SESSION05628,USR08814,2024-08-14 21:14:30,3359,Desktop,165.251.186.216,API
SESSION05629,USR03932,2024-09-03 16:39:22,6166,Desktop,2.73.135.96,Website
SESSION05630,USR06163,2024-05-08 01:28:26,6384,Tablet,178.214.202.42,API
SESSION05631,USR00889,2024-08-06 00:26:28,5263,Desktop,221.0.134.184,Website
SESSION05632,USR07289,2024-09-24 23:12:18,1117,Desktop,7.197.201.230,App
SESSION05633,USR05174,2024-02-01 18:55:39,5696,Desktop,110.82.83.197,Website
SESSION05634,USR08359,2024-11-20 13:14:09,3159,Mobile,6.5.125.132,Website
SESSION05635,USR05000,2024-08-10 22:24:23,5372,Mobile,147.162.41.174,API
SESSION05636,USR09018,2024-08-09 19:30:08,6331,Tablet,12.225.68.156,API
SESSION05637,USR05480,2024-03-18 08:30:50,1251,Mobile,94.25.210.210,API
SESSION05638,USR00920,2024-01-05 21:21:31,3569,Mobile,31.240.187.135,App
SESSION05639,USR02328,2024-07-06 06:57:18,6951,Desktop,169.9.78.238,API
SESSION05640,USR03723,2024-02-14 05:03:22,6203,Desktop,94.137.3.212,API
SESSION05641,USR00958,2024-06-08 04:24:36,6947,Desktop,174.113.239.73,API
SESSION05642,USR05082,2024-05-03 04:00:37,2388,Tablet,140.201.233.141,App
SESSION05643,USR08663,2024-08-21 09:56:50,1169,Mobile,25.64.60.180,Website
SESSION05644,USR09202,2024-10-08 03:21:19,1250,Mobile,36.95.151.67,Website
SESSION05645,USR07157,2024-04-17 19:56:50,3187,Mobile,41.180.10.107,Website
SESSION05646,USR01757,2024-07-04 13:03:03,6016,Mobile,30.7.50.106,Website
SESSION05647,USR06596,2024-08-24 19:17:34,1718,Desktop,213.130.113.123,App
SESSION05648,USR01566,2024-11-20 12:38:52,248,Tablet,195.38.116.161,App
SESSION05649,USR07938,2024-10-23 12:42:21,4652,Desktop,140.214.90.135,API
SESSION05650,USR00440,2024-06-11 20:39:53,4,Desktop,57.234.137.85,App
SESSION05651,USR01773,2024-09-14 05:11:27,6894,Desktop,70.191.51.232,App
SESSION05652,USR05461,2024-07-02 00:53:00,2621,Desktop,69.198.78.55,App
SESSION05653,USR08644,2024-08-07 19:09:25,1867,Tablet,202.228.223.228,Website
SESSION05654,USR04263,2024-07-18 02:32:09,6635,Tablet,171.158.9.40,Website
SESSION05655,USR04081,2024-06-30 17:02:36,388,Tablet,101.77.134.224,Website
SESSION05656,USR08824,2024-03-11 09:26:57,3437,Tablet,153.50.63.248,App
SESSION05657,USR07737,2024-10-14 14:33:52,4049,Tablet,160.130.1.253,App
SESSION05658,USR09064,2024-06-24 16:48:21,3360,Tablet,72.28.186.106,App
SESSION05659,USR07966,2024-04-03 08:55:09,5353,Desktop,209.40.33.236,API
SESSION05660,USR02220,2024-11-30 16:09:48,850,Desktop,141.116.154.46,API
SESSION05661,USR08724,2024-06-20 13:41:02,1045,Desktop,106.232.125.46,App
SESSION05662,USR03888,2024-08-29 13:14:32,3248,Mobile,47.68.113.203,API
SESSION05663,USR03111,2024-04-08 11:24:28,1403,Desktop,14.57.229.21,App
SESSION05664,USR06798,2024-06-07 13:37:56,4301,Tablet,213.116.159.202,App
SESSION05665,USR02237,2024-06-17 23:00:54,1983,Mobile,79.74.177.16,Website
SESSION05666,USR03274,2024-11-09 08:00:41,4991,Desktop,62.49.161.250,App
SESSION05667,USR03009,2024-11-02 23:39:52,2580,Desktop,56.87.45.130,App
SESSION05668,USR03366,2024-05-23 11:25:09,2452,Tablet,95.106.41.102,API
SESSION05669,USR00084,2024-03-23 02:23:32,3044,Desktop,136.162.196.251,API
SESSION05670,USR01418,2024-06-08 22:26:35,4944,Desktop,220.102.29.71,Website
SESSION05671,USR08882,2024-06-21 22:15:04,6742,Tablet,52.210.192.84,App
SESSION05672,USR07402,2024-08-11 18:50:53,2810,Desktop,103.31.101.198,API
SESSION05673,USR06097,2024-07-04 05:21:12,4680,Tablet,27.113.149.35,API
SESSION05674,USR05022,2024-03-23 16:13:58,4911,Tablet,207.154.107.188,App
SESSION05675,USR07354,2024-05-04 18:36:46,2363,Mobile,159.63.110.99,Website
SESSION05676,USR03337,2024-10-14 10:53:10,4635,Desktop,16.187.18.85,API
SESSION05677,USR09610,2024-01-31 18:05:44,3657,Desktop,115.249.73.113,App
SESSION05678,USR08108,2024-04-07 16:10:31,5959,Mobile,211.27.168.246,API
SESSION05679,USR02831,2024-08-04 10:07:08,5636,Mobile,195.165.195.195,App
SESSION05680,USR02497,2024-08-18 23:07:32,4540,Mobile,41.116.112.190,Website
SESSION05681,USR09467,2023-12-24 23:00:35,227,Desktop,42.154.240.140,Website
SESSION05682,USR09092,2024-06-20 22:04:08,4022,Tablet,15.29.111.255,Website
SESSION05683,USR01444,2024-05-25 01:08:27,4074,Mobile,61.206.21.232,App
SESSION05684,USR05768,2024-09-11 08:59:23,5764,Desktop,1.185.7.109,App
SESSION05685,USR01920,2024-07-18 10:17:52,611,Mobile,2.178.228.228,App
SESSION05686,USR00797,2024-11-24 08:24:17,4840,Tablet,109.71.247.194,API
SESSION05687,USR09046,2024-08-24 06:00:56,6842,Tablet,69.223.151.194,App
SESSION05688,USR06886,2024-08-17 08:59:10,903,Tablet,20.165.238.238,Website
SESSION05689,USR06808,2024-08-04 23:44:40,2850,Tablet,22.65.107.108,API
SESSION05690,USR03943,2024-12-12 17:07:37,6077,Tablet,101.132.242.31,App
SESSION05691,USR02429,2024-07-28 01:47:15,1075,Mobile,152.45.6.147,App
SESSION05692,USR09871,2024-08-31 11:14:03,2309,Mobile,123.25.243.67,Website
SESSION05693,USR02514,2024-08-05 12:33:19,1081,Mobile,139.114.183.119,App
SESSION05694,USR04030,2024-03-17 12:00:11,1077,Desktop,79.172.116.14,API
SESSION05695,USR00015,2024-01-22 09:45:29,4163,Mobile,88.100.164.195,API
SESSION05696,USR00951,2024-04-05 21:33:06,1438,Desktop,36.99.67.167,Website
SESSION05697,USR00513,2024-09-02 00:57:02,6512,Mobile,76.247.94.125,App
SESSION05698,USR00798,2024-09-15 22:56:12,2915,Tablet,75.224.13.6,API
SESSION05699,USR00692,2024-03-05 03:57:07,6994,Desktop,171.49.118.60,App
SESSION05700,USR02748,2024-04-21 08:23:59,5403,Mobile,207.251.224.143,App
SESSION05701,USR09743,2024-06-28 09:48:55,5066,Desktop,145.128.50.15,API
SESSION05702,USR00331,2023-12-27 23:28:34,3898,Desktop,84.84.54.84,Website
SESSION05703,USR05642,2024-08-30 09:28:24,854,Desktop,11.137.168.203,App
SESSION05704,USR05374,2024-03-24 20:25:08,4898,Tablet,98.204.229.168,API
SESSION05705,USR08301,2024-10-27 11:41:34,3477,Desktop,63.40.53.162,API
SESSION05706,USR02193,2024-01-10 11:55:44,4808,Desktop,194.129.79.181,App
SESSION05707,USR00605,2024-04-19 06:49:43,6339,Tablet,92.109.235.246,API
SESSION05708,USR01224,2024-08-11 07:04:25,2546,Tablet,203.241.240.36,Website
SESSION05709,USR08192,2024-06-17 19:27:01,3125,Mobile,126.232.117.171,App
SESSION05710,USR09585,2024-01-29 04:25:21,2212,Mobile,124.170.38.51,Website
SESSION05711,USR00510,2023-12-31 08:00:25,7010,Desktop,119.138.4.49,App
SESSION05712,USR05014,2024-06-29 18:26:18,3125,Mobile,181.118.98.124,API
SESSION05713,USR07304,2023-12-25 10:16:46,6732,Tablet,82.179.148.243,API
SESSION05714,USR04939,2024-01-24 12:25:10,6501,Tablet,140.71.232.86,Website
SESSION05715,USR02976,2024-02-20 23:25:43,2727,Tablet,181.109.179.12,Website
SESSION05716,USR05834,2024-11-28 15:03:44,4776,Desktop,106.58.213.57,Website
SESSION05717,USR04046,2024-01-20 07:52:39,143,Mobile,155.218.209.117,Website
SESSION05718,USR07263,2024-03-19 07:40:28,5623,Mobile,85.31.68.115,API
SESSION05719,USR01679,2024-02-27 13:55:47,2526,Tablet,195.153.240.21,App
SESSION05720,USR03047,2024-06-22 02:39:30,4871,Mobile,16.3.53.100,App
SESSION05721,USR07627,2024-01-28 00:23:55,4407,Tablet,17.40.235.72,Website
SESSION05722,USR05869,2024-08-13 15:56:05,5415,Tablet,7.119.209.68,Website
SESSION05723,USR06489,2024-11-03 02:45:28,4415,Desktop,143.230.0.46,App
SESSION05724,USR07914,2024-06-15 14:52:31,451,Mobile,139.63.84.245,Website
SESSION05725,USR01374,2024-04-07 13:24:41,6542,Mobile,151.142.185.215,App
SESSION05726,USR00857,2024-04-08 08:42:02,3720,Desktop,152.146.202.31,App
SESSION05727,USR07252,2024-12-08 03:36:18,3927,Mobile,214.24.109.48,App
SESSION05728,USR00746,2024-10-20 22:33:34,2510,Mobile,201.234.128.12,Website
SESSION05729,USR04786,2024-08-27 02:19:55,6126,Mobile,184.86.89.118,Website
SESSION05730,USR03422,2024-12-07 14:28:00,5633,Tablet,2.48.132.230,Website
SESSION05731,USR03880,2024-04-11 13:20:31,4047,Mobile,42.66.131.4,Website
SESSION05732,USR05444,2024-04-03 08:29:36,781,Mobile,102.26.17.16,API
SESSION05733,USR09433,2024-11-25 06:11:36,4249,Desktop,88.192.253.197,App
SESSION05734,USR04097,2024-05-03 06:11:46,3379,Mobile,203.212.43.230,API
SESSION05735,USR04176,2024-03-19 15:01:33,2260,Tablet,57.191.227.0,API
SESSION05736,USR03230,2024-01-11 06:26:06,4455,Mobile,222.18.168.155,Website
SESSION05737,USR00838,2024-11-25 17:14:56,7001,Tablet,191.11.1.188,API
SESSION05738,USR06353,2024-08-17 09:59:28,6753,Mobile,117.129.247.238,App
SESSION05739,USR00057,2024-04-09 17:47:36,7170,Desktop,185.56.73.228,API
SESSION05740,USR09852,2024-04-08 03:49:28,3985,Desktop,155.250.85.107,App
SESSION05741,USR02371,2024-09-04 11:23:09,6972,Tablet,180.37.181.59,App
SESSION05742,USR07937,2023-12-28 19:36:45,4760,Desktop,85.10.175.16,App
SESSION05743,USR00399,2024-01-05 18:34:16,6958,Mobile,13.133.120.96,API
SESSION05744,USR01684,2024-11-05 18:53:52,713,Mobile,49.176.66.77,API
SESSION05745,USR01435,2024-11-15 03:56:43,6124,Desktop,170.152.29.13,Website
SESSION05746,USR07355,2024-05-24 17:28:44,4556,Mobile,134.79.76.146,API
SESSION05747,USR05286,2024-08-26 07:36:06,6995,Desktop,24.248.130.70,App
SESSION05748,USR04318,2024-03-31 04:33:47,125,Tablet,75.81.11.249,API
SESSION05749,USR08277,2024-08-08 07:13:49,6970,Tablet,67.115.251.41,App
SESSION05750,USR04395,2024-07-02 02:07:18,566,Mobile,108.34.241.148,App
SESSION05751,USR03784,2024-01-23 04:16:14,5207,Mobile,212.214.124.243,API
SESSION05752,USR09559,2024-03-24 07:41:41,1955,Tablet,180.161.191.225,API
SESSION05753,USR07818,2024-02-02 04:16:46,2682,Mobile,186.215.130.232,API
SESSION05754,USR01179,2024-06-10 20:31:52,1982,Desktop,22.164.42.208,API
SESSION05755,USR06913,2024-03-14 02:28:44,377,Mobile,168.44.221.12,App
SESSION05756,USR08868,2024-02-08 11:58:43,1812,Tablet,88.87.50.160,App
SESSION05757,USR06467,2024-07-13 10:21:36,5861,Tablet,82.28.18.58,API
SESSION05758,USR05847,2024-08-23 02:27:25,7095,Desktop,182.15.92.170,App
SESSION05759,USR09999,2024-07-23 22:00:07,4022,Mobile,198.202.254.178,App
SESSION05760,USR04221,2024-06-12 12:18:39,2911,Desktop,148.245.115.43,API
SESSION05761,USR01335,2024-03-18 04:53:57,2869,Desktop,43.141.27.197,Website
SESSION05762,USR05916,2024-04-11 21:32:08,5952,Tablet,97.12.207.225,App
SESSION05763,USR05547,2024-02-20 02:26:48,2368,Tablet,192.242.121.99,API
SESSION05764,USR06487,2024-08-21 13:12:10,5890,Desktop,3.87.85.12,API
SESSION05765,USR07150,2024-03-07 19:37:53,7040,Mobile,52.116.120.168,App
SESSION05766,USR01018,2024-09-13 10:44:49,4448,Tablet,69.188.205.127,Website
SESSION05767,USR08873,2024-05-05 07:22:49,230,Tablet,90.205.188.211,API
SESSION05768,USR02243,2024-02-03 05:21:44,2560,Desktop,76.196.231.50,App
SESSION05769,USR04186,2024-01-30 19:02:13,3104,Mobile,173.229.123.249,API
SESSION05770,USR06665,2024-10-14 03:47:26,2456,Mobile,82.149.62.139,Website
SESSION05771,USR03404,2024-09-24 07:59:12,3628,Tablet,53.20.65.197,API
SESSION05772,USR08668,2024-07-06 13:58:24,3037,Tablet,74.52.191.18,App
SESSION05773,USR04400,2024-09-14 07:50:55,2790,Desktop,163.109.53.177,API
SESSION05774,USR01300,2024-08-03 02:14:06,4957,Tablet,143.72.215.27,API
SESSION05775,USR05518,2024-01-18 14:14:09,124,Tablet,26.37.200.195,API
SESSION05776,USR06491,2024-11-27 13:11:19,3574,Mobile,131.174.126.11,App
SESSION05777,USR02222,2024-05-13 07:12:17,2729,Tablet,47.150.4.54,API
SESSION05778,USR03396,2024-04-25 20:59:02,1089,Desktop,61.213.177.62,API
SESSION05779,USR00693,2024-04-04 19:57:32,2575,Mobile,81.202.16.138,API
SESSION05780,USR08669,2024-05-21 19:42:58,98,Tablet,117.84.92.254,App
SESSION05781,USR03636,2024-03-20 03:59:50,4780,Tablet,122.122.219.150,API
SESSION05782,USR05120,2024-09-25 11:36:57,2135,Mobile,200.27.180.248,App
SESSION05783,USR02252,2024-01-31 20:55:17,6924,Mobile,79.191.247.60,App
SESSION05784,USR01125,2024-03-16 11:03:25,6198,Desktop,36.161.29.141,Website
SESSION05785,USR01760,2024-08-28 10:14:30,503,Desktop,116.187.26.101,Website
SESSION05786,USR00372,2024-06-22 04:53:13,5182,Desktop,184.174.229.138,App
SESSION05787,USR07065,2024-10-28 19:46:44,3658,Desktop,106.233.87.19,API
SESSION05788,USR03398,2024-11-16 05:46:44,454,Mobile,130.55.36.194,API
SESSION05789,USR00604,2024-09-30 10:54:26,5082,Mobile,205.209.220.72,Website
SESSION05790,USR00045,2024-06-12 09:30:52,2985,Tablet,33.30.106.153,App
SESSION05791,USR09796,2024-06-16 02:58:56,5247,Desktop,121.94.237.207,API
SESSION05792,USR03536,2024-11-21 20:01:53,6419,Desktop,112.162.92.225,API
SESSION05793,USR07923,2024-06-11 01:52:40,4677,Tablet,194.121.86.212,API
SESSION05794,USR09570,2024-01-02 13:52:53,6175,Mobile,144.19.41.110,API
SESSION05795,USR06994,2024-01-01 21:56:00,2284,Mobile,147.223.121.193,API
SESSION05796,USR02624,2024-12-15 14:31:43,5857,Desktop,140.88.197.220,App
SESSION05797,USR07311,2024-01-02 14:29:56,3406,Tablet,212.13.113.76,Website
SESSION05798,USR08628,2024-12-12 06:45:11,6717,Mobile,168.126.146.47,Website
SESSION05799,USR02189,2024-04-16 11:39:59,6405,Mobile,73.137.245.188,App
SESSION05800,USR06782,2024-02-25 22:42:34,5715,Tablet,169.118.177.197,Website
SESSION05801,USR05292,2024-06-30 06:18:20,2729,Desktop,75.199.202.234,App
SESSION05802,USR07544,2024-11-06 01:54:15,3419,Desktop,162.55.132.238,Website
SESSION05803,USR00678,2024-03-01 19:03:46,2509,Mobile,50.9.94.172,App
SESSION05804,USR07651,2024-11-18 12:08:32,5690,Mobile,16.205.171.236,API
SESSION05805,USR02357,2024-08-30 17:45:44,3532,Mobile,216.99.6.145,Website
SESSION05806,USR06720,2024-01-16 01:43:40,4220,Mobile,205.71.187.30,App
SESSION05807,USR09886,2024-03-10 14:52:00,5988,Mobile,129.15.50.65,App
SESSION05808,USR07725,2024-08-25 00:58:51,567,Desktop,83.183.206.26,App
SESSION05809,USR03440,2024-07-12 19:15:12,671,Desktop,59.202.111.173,API
SESSION05810,USR08669,2024-10-17 16:24:54,6384,Desktop,199.221.183.59,App
SESSION05811,USR02632,2024-04-12 00:54:39,3857,Mobile,218.110.163.63,API
SESSION05812,USR04316,2024-02-06 10:18:33,542,Desktop,144.229.28.162,API
SESSION05813,USR07089,2024-03-24 11:28:01,6754,Mobile,213.243.219.239,Website
SESSION05814,USR01752,2023-12-30 16:24:28,4135,Desktop,48.59.48.59,App
SESSION05815,USR06494,2024-01-03 01:59:38,5529,Desktop,76.2.98.161,App
SESSION05816,USR04052,2023-12-28 11:04:27,5368,Desktop,167.124.114.16,Website
SESSION05817,USR03656,2024-05-26 16:55:51,5198,Mobile,163.232.107.9,App
SESSION05818,USR04410,2024-03-25 00:15:32,3103,Mobile,38.146.155.3,App
SESSION05819,USR02396,2024-09-28 19:23:00,22,Mobile,41.45.69.81,Website
SESSION05820,USR09630,2024-03-25 22:31:02,5743,Desktop,54.102.93.87,Website
SESSION05821,USR00504,2024-04-11 03:19:33,5909,Desktop,81.201.192.86,API
SESSION05822,USR07165,2024-02-21 13:38:19,4035,Tablet,23.235.0.242,App
SESSION05823,USR09838,2024-08-13 00:58:25,778,Tablet,7.35.70.71,API
SESSION05824,USR09460,2024-03-08 03:17:27,2440,Mobile,195.225.199.151,App
SESSION05825,USR04334,2024-03-20 05:08:15,5070,Mobile,220.35.6.87,Website
SESSION05826,USR04080,2024-10-19 20:30:57,6691,Desktop,102.94.145.214,App
SESSION05827,USR04937,2024-10-04 07:35:34,4351,Desktop,103.218.75.37,App
SESSION05828,USR00120,2024-01-02 12:41:11,3751,Tablet,141.92.181.134,API
SESSION05829,USR05249,2024-02-20 08:01:32,5410,Mobile,57.218.13.157,API
SESSION05830,USR03691,2024-01-07 18:50:06,6615,Desktop,124.70.6.125,Website
SESSION05831,USR03299,2024-06-15 11:22:18,3419,Mobile,217.61.144.153,API
SESSION05832,USR05964,2024-06-01 09:04:03,2694,Mobile,118.8.94.212,API
SESSION05833,USR07330,2024-07-14 10:11:39,1512,Desktop,80.22.53.133,API
SESSION05834,USR05464,2024-06-02 14:25:48,2549,Tablet,155.49.49.3,Website
SESSION05835,USR03049,2024-01-04 10:16:50,6990,Desktop,72.92.89.25,App
SESSION05836,USR02229,2024-09-05 08:42:20,902,Mobile,108.201.28.53,API
SESSION05837,USR02159,2024-04-02 06:35:11,4721,Tablet,169.36.254.98,Website
SESSION05838,USR08696,2024-11-03 10:02:38,4670,Mobile,212.255.163.161,App
SESSION05839,USR07962,2024-09-27 05:11:59,6723,Mobile,145.85.109.161,Website
SESSION05840,USR05964,2024-03-08 20:16:34,5312,Tablet,112.103.138.200,App
SESSION05841,USR08463,2024-05-28 20:42:38,4760,Mobile,218.180.232.131,API
SESSION05842,USR00470,2024-05-16 03:59:49,5584,Desktop,85.5.54.122,App
SESSION05843,USR02192,2023-12-28 20:16:33,1739,Mobile,165.163.77.192,API
SESSION05844,USR06292,2024-04-26 11:14:22,5253,Tablet,177.112.233.70,API
SESSION05845,USR08584,2024-11-01 12:46:43,6587,Mobile,54.139.27.113,Website
SESSION05846,USR00608,2024-10-29 00:25:49,6176,Mobile,99.34.128.24,API
SESSION05847,USR07143,2024-02-14 12:31:07,2215,Tablet,33.185.1.97,API
SESSION05848,USR06937,2024-09-06 14:00:27,2899,Mobile,205.20.80.160,Website
SESSION05849,USR00226,2024-05-21 11:21:19,1762,Desktop,49.239.5.14,App
SESSION05850,USR08066,2024-07-29 01:41:26,846,Desktop,38.238.154.126,API
SESSION05851,USR06151,2024-03-02 10:23:13,1695,Mobile,162.47.193.129,App
SESSION05852,USR03038,2024-01-27 00:59:39,5438,Tablet,158.122.197.80,API
SESSION05853,USR04439,2024-01-25 20:07:57,1057,Desktop,144.15.87.215,App
SESSION05854,USR07930,2024-10-15 02:50:15,634,Mobile,62.19.162.124,Website
SESSION05855,USR03304,2024-04-17 15:56:08,2769,Mobile,154.9.47.127,Website
SESSION05856,USR04479,2024-04-14 10:59:08,2942,Tablet,203.128.117.168,App
SESSION05857,USR05025,2024-05-19 19:34:57,5894,Mobile,34.213.140.219,Website
SESSION05858,USR03339,2024-03-31 02:10:08,5774,Desktop,194.76.109.30,API
SESSION05859,USR07512,2024-09-19 12:27:22,4116,Desktop,217.11.242.180,App
SESSION05860,USR03031,2024-08-25 15:25:58,69,Tablet,118.100.106.192,Website
SESSION05861,USR09391,2024-08-20 15:40:19,5586,Tablet,145.28.0.176,Website
SESSION05862,USR08076,2024-09-13 10:35:52,269,Mobile,70.211.38.132,App
SESSION05863,USR02561,2024-02-07 00:42:16,2145,Mobile,49.69.25.44,API
SESSION05864,USR05082,2024-06-04 00:15:47,185,Mobile,186.198.73.222,App
SESSION05865,USR05291,2024-08-10 04:42:45,5463,Mobile,120.192.64.69,API
SESSION05866,USR02328,2024-02-08 02:10:47,4876,Tablet,217.13.77.37,App
SESSION05867,USR07380,2024-11-24 06:53:24,5777,Tablet,194.98.176.42,API
SESSION05868,USR07993,2024-02-20 09:28:44,1654,Desktop,203.212.143.234,Website
SESSION05869,USR00896,2023-12-28 23:17:19,1708,Desktop,178.29.85.156,App
SESSION05870,USR07542,2024-07-03 16:38:14,5478,Mobile,32.5.235.63,API
SESSION05871,USR01927,2024-07-16 14:28:59,3810,Mobile,82.75.50.115,Website
SESSION05872,USR07482,2024-03-01 00:18:40,232,Mobile,146.248.7.65,Website
SESSION05873,USR04661,2024-01-19 15:41:22,6147,Mobile,95.21.28.186,Website
SESSION05874,USR07304,2024-11-04 22:17:47,1454,Desktop,128.140.141.94,Website
SESSION05875,USR06308,2024-02-26 04:18:07,3577,Desktop,130.130.158.81,Website
SESSION05876,USR04414,2024-01-01 05:02:52,593,Mobile,185.28.97.110,API
SESSION05877,USR09338,2024-11-09 09:53:00,1999,Mobile,91.230.193.241,Website
SESSION05878,USR00206,2024-09-09 07:59:06,6015,Desktop,140.100.179.143,API
SESSION05879,USR00022,2024-04-18 11:26:26,6293,Tablet,206.61.172.10,API
SESSION05880,USR05314,2023-12-27 14:34:02,3125,Tablet,141.98.88.4,Website
SESSION05881,USR01928,2024-05-14 16:54:01,73,Tablet,211.84.98.5,App
SESSION05882,USR02313,2024-08-27 18:09:35,3690,Desktop,119.246.45.86,App
SESSION05883,USR08226,2024-01-19 08:07:47,4632,Mobile,81.18.251.18,App
SESSION05884,USR04178,2024-10-07 21:15:08,1784,Mobile,164.147.224.59,App
SESSION05885,USR09763,2024-05-26 12:21:57,3932,Tablet,102.83.34.106,App
SESSION05886,USR09989,2024-04-28 19:09:53,1426,Mobile,116.121.109.198,Website
SESSION05887,USR09551,2024-09-08 12:05:49,5853,Tablet,69.176.171.184,App
SESSION05888,USR08993,2024-09-22 05:21:40,4433,Desktop,6.128.97.41,API
SESSION05889,USR05284,2024-11-30 02:35:56,5887,Desktop,162.79.217.90,App
SESSION05890,USR09586,2024-11-12 11:39:07,6165,Tablet,203.104.119.181,App
SESSION05891,USR01880,2024-04-07 22:56:16,5726,Tablet,151.47.172.76,App
SESSION05892,USR06694,2023-12-29 17:33:32,6950,Mobile,143.87.204.126,API
SESSION05893,USR09749,2024-09-14 02:29:49,4417,Desktop,86.251.162.75,App
SESSION05894,USR03682,2024-04-24 14:23:53,4068,Tablet,212.192.71.237,Website
SESSION05895,USR04703,2024-04-15 07:41:27,2093,Desktop,11.3.51.88,Website
SESSION05896,USR04316,2024-03-29 16:17:53,700,Desktop,2.11.43.52,API
SESSION05897,USR04418,2024-01-16 15:09:02,3579,Tablet,13.156.126.247,Website
SESSION05898,USR08138,2024-10-25 14:07:26,3869,Desktop,94.45.116.100,App
SESSION05899,USR02334,2024-08-15 05:04:08,1404,Mobile,214.9.127.13,API
SESSION05900,USR04773,2024-11-30 19:32:13,1473,Desktop,175.143.87.43,Website
SESSION05901,USR04786,2024-02-16 16:09:42,3928,Mobile,89.173.33.109,Website
SESSION05902,USR06308,2024-05-23 02:09:44,1673,Tablet,113.230.217.151,App
SESSION05903,USR04637,2024-01-22 04:31:56,373,Mobile,70.43.54.204,API
SESSION05904,USR02508,2024-11-07 17:30:12,616,Mobile,29.57.75.125,Website
SESSION05905,USR01746,2024-09-18 19:16:58,6582,Tablet,54.191.242.108,Website
SESSION05906,USR08951,2024-08-10 03:56:15,2715,Tablet,59.126.128.36,API
SESSION05907,USR09904,2024-04-19 06:21:55,7142,Mobile,128.63.135.234,API
SESSION05908,USR02009,2024-02-28 22:30:15,4277,Mobile,184.220.119.179,App
SESSION05909,USR00925,2024-04-15 10:28:44,5986,Mobile,44.154.135.51,App
SESSION05910,USR06319,2024-01-31 08:09:25,2632,Tablet,32.73.71.106,API
SESSION05911,USR05788,2024-04-05 04:41:50,20,Tablet,52.207.240.155,API
SESSION05912,USR09905,2024-05-24 23:38:28,4564,Tablet,20.11.2.108,Website
SESSION05913,USR02286,2024-08-28 04:02:20,1677,Tablet,11.184.37.182,API
SESSION05914,USR03129,2024-06-18 19:47:35,1692,Mobile,117.214.74.63,Website
SESSION05915,USR05052,2024-11-04 06:13:35,6584,Desktop,203.128.203.13,Website
SESSION05916,USR05106,2024-06-19 08:59:19,2683,Tablet,213.114.177.27,API
SESSION05917,USR08750,2024-01-30 15:34:52,1581,Desktop,105.191.103.182,App
SESSION05918,USR03769,2024-09-03 03:05:42,986,Tablet,95.235.243.228,Website
SESSION05919,USR01331,2024-08-10 05:25:51,267,Desktop,163.200.100.192,App
SESSION05920,USR04799,2024-12-08 04:51:14,642,Mobile,220.185.77.108,Website
SESSION05921,USR03471,2024-03-26 18:14:03,466,Desktop,27.74.135.65,API
SESSION05922,USR06993,2024-06-19 09:51:13,187,Tablet,31.153.98.57,API
SESSION05923,USR06617,2024-02-13 21:02:06,109,Desktop,125.196.61.213,App
SESSION05924,USR06938,2024-07-12 03:08:00,1481,Mobile,175.32.235.88,API
SESSION05925,USR09794,2024-01-13 23:00:11,4953,Tablet,42.176.64.176,App
SESSION05926,USR06793,2024-12-14 06:27:06,4318,Mobile,105.139.53.253,API
SESSION05927,USR08578,2024-12-09 11:17:14,6012,Desktop,8.93.220.126,App
SESSION05928,USR04193,2024-12-14 23:29:08,4401,Desktop,8.96.51.134,App
SESSION05929,USR03398,2024-08-28 01:29:21,6555,Mobile,139.43.107.98,App
SESSION05930,USR09483,2024-05-10 10:46:06,5103,Desktop,210.155.2.215,Website
SESSION05931,USR00188,2024-08-27 18:41:23,6654,Tablet,52.87.151.126,Website
SESSION05932,USR01893,2024-09-10 22:16:54,1400,Mobile,87.210.59.225,App
SESSION05933,USR05224,2024-04-11 23:48:34,2264,Tablet,140.87.234.69,Website
SESSION05934,USR00516,2024-01-14 12:53:50,6398,Tablet,212.253.149.66,App
SESSION05935,USR04769,2024-10-08 10:58:31,2472,Desktop,154.34.225.132,App
SESSION05936,USR03334,2024-10-27 00:11:42,1874,Mobile,97.207.102.255,API
SESSION05937,USR02842,2024-04-17 05:22:03,2005,Tablet,67.171.14.217,Website
SESSION05938,USR01462,2024-09-18 11:18:45,5615,Desktop,223.13.172.189,API
SESSION05939,USR08276,2024-10-03 14:33:44,2840,Tablet,39.8.145.27,App
SESSION05940,USR01921,2024-10-27 03:51:25,2674,Tablet,46.141.125.70,API
SESSION05941,USR03382,2024-03-04 03:48:31,5402,Mobile,179.168.143.133,Website
SESSION05942,USR04409,2024-10-27 12:30:09,423,Desktop,111.0.14.68,App
SESSION05943,USR01180,2024-09-12 19:05:59,4675,Mobile,193.166.154.193,API
SESSION05944,USR07350,2024-11-10 11:17:43,1492,Mobile,175.149.213.53,App
SESSION05945,USR03436,2024-03-10 14:20:32,5868,Desktop,103.214.35.123,Website
SESSION05946,USR02655,2024-02-10 23:54:01,1395,Desktop,103.42.134.238,API
SESSION05947,USR00131,2024-09-10 02:25:14,3423,Tablet,107.241.63.79,API
SESSION05948,USR02470,2024-02-26 02:14:23,4030,Desktop,49.74.228.55,Website
