OrderID,OrderDate,StaffID,TableNumber,BranchID,CustomerID
ORD06004,2024-05-29,ST00760,15,BR00778,CUST07167
ORD06005,2024-11-29,ST00222,12,BR00791,CUST03690
ORD06006,2024-09-21,ST00474,38,BR00568,CUST04792
ORD06007,2024-11-24,ST00516,31,BR00666,CUST06754
ORD06008,2024-08-14,ST00659,39,BR00320,CUST06884
ORD06009,2023-12-23,ST00616,21,BR00620,CUST06712
ORD06010,2024-10-11,ST00801,15,BR00134,CUST01784
ORD06011,2024-09-28,ST00308,20,BR00139,CUST07127
ORD06012,2024-04-27,ST00785,27,BR00217,CUST01468
ORD06013,2024-04-26,ST00940,5,BR00151,CUST06056
ORD06014,2024-08-25,ST00395,7,BR00392,CUST00891
ORD06015,2024-04-20,ST00308,48,BR00613,CUST02079
ORD06016,2024-11-21,ST00925,1,BR00556,CUST09318
ORD06017,2024-11-08,ST00011,38,BR00583,CUST01026
ORD06018,2024-07-07,ST00096,14,BR00056,CUST03662
ORD06019,2023-12-21,ST00045,32,BR00543,CUST00065
ORD06020,2024-07-16,ST00656,6,BR00130,CUST01167
ORD06021,2024-07-04,ST00807,23,BR00353,CUST07877
ORD06022,2024-06-21,ST00311,3,BR00959,CUST04097
ORD06023,2024-04-22,ST00495,1,BR00627,CUST05571
ORD06024,2024-01-31,ST00765,38,BR00724,CUST01904
ORD06025,2024-06-14,ST00760,17,BR00608,CUST02168
ORD06026,2024-07-31,ST00533,35,BR00683,CUST02549
ORD06027,2024-07-20,ST00936,24,BR00230,CUST01943
ORD06028,2024-07-19,ST00558,31,BR00833,CUST02749
ORD06029,2024-08-02,ST00387,29,BR00370,CUST01247
ORD06030,2024-06-18,ST00184,29,BR00877,CUST02702
ORD06031,2024-08-12,ST00672,16,BR00013,CUST09811
ORD06032,2024-03-08,ST00730,43,BR00626,CUST09066
ORD06033,2024-04-15,ST00540,50,BR00315,CUST03667
ORD06034,2024-11-18,ST00446,35,BR00052,CUST06523
ORD06035,2023-12-30,ST00765,21,BR00071,CUST06737
ORD06036,2024-01-16,ST00316,19,BR00884,CUST05289
ORD06037,2024-11-30,ST00379,16,BR00946,CUST02262
ORD06038,2024-06-22,ST00527,24,BR00918,CUST08738
ORD06039,2024-06-03,ST00765,43,BR00880,CUST02843
ORD06040,2024-08-18,ST00559,47,BR00613,CUST05935
ORD06041,2024-11-28,ST00653,47,BR00452,CUST09272
ORD06042,2024-06-29,ST00477,11,BR00413,CUST01205
ORD06043,2024-07-06,ST00035,45,BR00456,CUST07259
ORD06044,2024-06-23,ST00449,8,BR00790,CUST04644
ORD06045,2024-06-15,ST00885,10,BR00705,CUST05511
ORD06046,2024-01-24,ST00188,11,BR00427,CUST08512
ORD06047,2024-08-30,ST00978,34,BR00009,CUST06681
ORD06048,2024-03-10,ST00869,50,BR00780,CUST03894
ORD06049,2024-10-05,ST00691,23,BR00259,CUST05459
ORD06050,2024-04-30,ST00480,29,BR00488,CUST08741
ORD06051,2024-04-21,ST00876,28,BR00560,CUST02279
ORD06052,2023-12-31,ST00713,3,BR00320,CUST09485
ORD06053,2024-01-13,ST00860,38,BR00802,CUST01862
ORD06054,2024-02-03,ST00505,42,BR00652,CUST05541
ORD06055,2024-09-30,ST00482,32,BR00700,CUST05432
ORD06056,2024-08-04,ST00391,5,BR00700,CUST00993
ORD06057,2024-05-16,ST00342,32,BR00260,CUST03328
ORD06058,2024-10-13,ST00287,24,BR00228,CUST05289
ORD06059,2024-04-07,ST00401,48,BR00541,CUST04282
ORD06060,2024-08-06,ST00248,9,BR00517,CUST02056
ORD06061,2024-08-06,ST00647,22,BR00248,CUST00492
ORD06062,2024-09-25,ST00438,43,BR00367,CUST08713
ORD06063,2024-04-19,ST00491,15,BR00949,CUST09955
ORD06064,2024-04-06,ST00929,5,BR00721,CUST08014
ORD06065,2024-02-06,ST00431,36,BR00762,CUST08495
ORD06066,2024-10-01,ST00861,5,BR00171,CUST06832
ORD06067,2024-06-11,ST00403,10,BR00964,CUST05907
ORD06068,2024-02-18,ST00235,50,BR00454,CUST00140
ORD06069,2024-01-04,ST00225,27,BR00324,CUST02552
ORD06070,2024-11-15,ST00716,14,BR00900,CUST04051
ORD06071,2024-11-28,ST00722,40,BR00244,CUST08360
ORD06072,2024-10-29,ST00410,5,BR00457,CUST05860
ORD06073,2024-04-30,ST00390,23,BR00723,CUST08795
ORD06074,2024-09-17,ST00108,38,BR00073,CUST01669
ORD06075,2024-07-07,ST00258,44,BR00668,CUST00381
ORD06076,2024-01-01,ST00618,7,BR00927,CUST04210
ORD06077,2024-03-16,ST00013,41,BR00755,CUST06078
ORD06078,2024-07-24,ST00117,13,BR00721,CUST03769
ORD06079,2024-10-24,ST00111,30,BR00540,CUST03180
ORD06080,2023-12-24,ST00455,45,BR00466,CUST06284
ORD06081,2024-11-09,ST00153,43,BR00179,CUST09796
ORD06082,2024-05-26,ST00824,18,BR00573,CUST02134
ORD06083,2023-12-19,ST00475,50,BR00215,CUST06066
ORD06084,2024-01-02,ST00759,9,BR00970,CUST00936
ORD06085,2024-05-24,ST00514,46,BR00169,CUST06009
ORD06086,2024-02-16,ST00049,11,BR00099,CUST00563
ORD06087,2024-04-12,ST00120,9,BR00590,CUST06128
ORD06088,2024-01-14,ST00761,17,BR00639,CUST02350
ORD06089,2024-07-07,ST00146,26,BR00599,CUST05209
ORD06090,2024-04-14,ST00705,13,BR00984,CUST02563
ORD06091,2024-02-13,ST00713,43,BR00392,CUST01324
ORD06092,2023-12-30,ST00060,15,BR00661,CUST03098
ORD06093,2024-05-08,ST00680,8,BR00763,CUST00521
ORD06094,2024-06-09,ST00990,32,BR00648,CUST08442
ORD06095,2024-10-14,ST00786,11,BR00074,CUST06785
ORD06096,2024-05-19,ST00042,45,BR00658,CUST02687
ORD06097,2024-09-13,ST00310,13,BR00012,CUST09377
ORD06098,2024-01-09,ST00357,44,BR00553,CUST00358
ORD06099,2024-01-21,ST00970,37,BR00862,CUST01289
ORD06100,2024-04-03,ST00683,22,BR00898,CUST07423
ORD06101,2024-07-19,ST00247,29,BR00082,CUST01754
ORD06102,2024-07-12,ST00289,8,BR00705,CUST01169
ORD06103,2024-12-12,ST00168,49,BR00650,CUST03081
ORD06104,2024-03-14,ST00157,38,BR00003,CUST05596
ORD06105,2024-04-15,ST00797,50,BR00423,CUST00087
ORD06106,2024-08-11,ST00581,19,BR00756,CUST02257
ORD06107,2024-11-16,ST00850,1,BR00132,CUST09257
ORD06108,2024-08-21,ST00171,2,BR00427,CUST05643
ORD06109,2024-06-20,ST00318,15,BR00035,CUST04192
ORD06110,2024-06-11,ST00674,1,BR00581,CUST05765
ORD06111,2024-03-03,ST00454,17,BR00906,CUST08642
ORD06112,2024-08-09,ST00635,26,BR00423,CUST02757
ORD06113,2023-12-21,ST00021,36,BR00376,CUST06138
ORD06114,2024-04-14,ST00667,32,BR00165,CUST09335
ORD06115,2024-09-14,ST00104,36,BR00185,CUST00624
ORD06116,2024-11-10,ST00475,12,BR00984,CUST02436
ORD06117,2024-07-13,ST00284,33,BR00919,CUST09261
ORD06118,2024-04-29,ST00936,16,BR00105,CUST00963
ORD06119,2024-03-15,ST00297,22,BR00389,CUST01209
ORD06120,2024-04-12,ST00158,3,BR00188,CUST07088
ORD06121,2024-07-14,ST00055,18,BR00282,CUST00385
ORD06122,2024-12-02,ST00995,41,BR00515,CUST02704
ORD06123,2024-05-25,ST00056,7,BR00125,CUST03492
ORD06124,2024-10-15,ST00569,11,BR00744,CUST03558
ORD06125,2024-09-27,ST00765,39,BR00676,CUST05498
ORD06126,2024-09-18,ST00631,8,BR00037,CUST09652
ORD06127,2024-01-10,ST00137,3,BR00140,CUST02859
ORD06128,2024-08-02,ST00879,33,BR00297,CUST03541
ORD06129,2024-04-30,ST00995,28,BR00424,CUST05003
ORD06130,2024-01-04,ST00445,21,BR00627,CUST01257
ORD06131,2024-12-07,ST00356,9,BR00589,CUST03049
ORD06132,2024-06-14,ST00162,50,BR00867,CUST05163
ORD06133,2024-04-24,ST00010,47,BR00987,CUST07768
ORD06134,2024-10-23,ST00665,32,BR00536,CUST02168
ORD06135,2024-11-10,ST00802,33,BR00341,CUST09431
ORD06136,2024-08-16,ST00066,29,BR00100,CUST00929
ORD06137,2024-06-23,ST00756,45,BR00092,CUST02500
ORD06138,2024-03-18,ST00378,45,BR00010,CUST05859
ORD06139,2024-10-27,ST00731,9,BR00352,CUST06070
ORD06140,2024-09-11,ST00065,37,BR00316,CUST00494
ORD06141,2024-06-26,ST00993,1,BR00414,CUST07346
ORD06142,2024-08-26,ST00412,26,BR00846,CUST08410
ORD06143,2024-08-26,ST00953,43,BR00603,CUST02300
ORD06144,2024-05-09,ST00533,2,BR00985,CUST01281
ORD06145,2024-10-04,ST00767,14,BR00194,CUST00518
ORD06146,2023-12-24,ST00067,26,BR00968,CUST02682
ORD06147,2024-10-29,ST00255,40,BR00838,CUST06357
ORD06148,2024-01-27,ST00473,3,BR00262,CUST06141
ORD06149,2024-04-25,ST00574,24,BR00855,CUST05654
ORD06150,2024-01-12,ST00043,23,BR00914,CUST02877
ORD06151,2024-11-09,ST00006,9,BR00132,CUST08799
ORD06152,2024-06-13,ST00597,29,BR00438,CUST07757
ORD06153,2024-08-02,ST00194,46,BR00156,CUST09782
ORD06154,2024-04-12,ST00885,26,BR00370,CUST00422
ORD06155,2024-05-26,ST00492,8,BR00238,CUST08111
ORD06156,2024-07-03,ST00310,16,BR00392,CUST02705
ORD06157,2024-12-12,ST00438,48,BR00293,CUST08440
ORD06158,2024-02-16,ST00635,46,BR00822,CUST07646
ORD06159,2024-03-05,ST00526,14,BR00868,CUST05559
ORD06160,2024-09-26,ST00613,23,BR00121,CUST09137
ORD06161,2024-04-03,ST00988,40,BR00189,CUST07177
ORD06162,2024-05-12,ST00240,20,BR00234,CUST00617
ORD06163,2024-02-01,ST00141,4,BR00637,CUST02443
ORD06164,2024-07-28,ST00628,18,BR00622,CUST05859
ORD06165,2024-04-14,ST00749,8,BR00034,CUST05632
ORD06166,2023-12-28,ST00347,29,BR00669,CUST07481
ORD06167,2024-02-05,ST00067,49,BR00494,CUST09852
ORD06168,2024-01-23,ST00179,2,BR00478,CUST00900
ORD06169,2024-09-21,ST00758,5,BR00733,CUST02787
ORD06170,2024-03-02,ST00716,26,BR00127,CUST06542
ORD06171,2024-06-07,ST00118,45,BR00197,CUST03460
ORD06172,2024-12-09,ST00991,28,BR00878,CUST02962
ORD06173,2024-10-22,ST00056,39,BR00023,CUST02152
ORD06174,2024-01-10,ST00488,22,BR00600,CUST08396
ORD06175,2024-07-26,ST00767,45,BR00281,CUST05758
ORD06176,2024-02-17,ST00444,32,BR00023,CUST04157
ORD06177,2024-04-18,ST00231,41,BR00856,CUST06699
ORD06178,2024-06-25,ST00160,6,BR00106,CUST09137
ORD06179,2024-01-15,ST00269,28,BR00820,CUST06042
ORD06180,2024-05-11,ST00812,13,BR00677,CUST03582
ORD06181,2024-08-09,ST00492,11,BR00974,CUST02744
ORD06182,2024-01-09,ST00613,46,BR00057,CUST01112
ORD06183,2024-04-30,ST00205,39,BR00332,CUST08368
ORD06184,2024-02-23,ST00075,11,BR00442,CUST08471
ORD06185,2024-10-07,ST00693,25,BR00930,CUST08594
ORD06186,2024-02-15,ST00215,42,BR00851,CUST08787
ORD06187,2024-07-08,ST00211,21,BR00975,CUST07458
ORD06188,2024-10-17,ST00252,13,BR00096,CUST09171
ORD06189,2024-12-08,ST00596,42,BR00184,CUST07589
ORD06190,2024-10-16,ST00823,26,BR00800,CUST02720
ORD06191,2024-05-31,ST01000,8,BR00876,CUST08221
ORD06192,2024-07-11,ST00092,11,BR00617,CUST07621
ORD06193,2024-08-22,ST00209,42,BR00544,CUST03110
ORD06194,2024-07-30,ST00083,42,BR00791,CUST02016
ORD06195,2024-07-27,ST00286,40,BR00598,CUST00725
ORD06196,2024-06-06,ST00236,38,BR00248,CUST04883
ORD06197,2024-10-06,ST00780,1,BR00537,CUST03840
ORD06198,2024-01-08,ST00291,16,BR00253,CUST09557
ORD06199,2024-07-04,ST00405,6,BR00039,CUST04809
ORD06200,2024-07-14,ST00918,35,BR00997,CUST08166
ORD06201,2024-03-11,ST00324,35,BR00545,CUST08297
ORD06202,2024-07-29,ST00392,8,BR00657,CUST08892
ORD06203,2024-11-07,ST00994,30,BR00632,CUST00887
ORD06204,2024-09-25,ST00599,37,BR00529,CUST06904
ORD06205,2024-05-13,ST00904,48,BR00313,CUST01555
ORD06206,2024-01-04,ST00879,23,BR00194,CUST08647
ORD06207,2024-01-27,ST00844,28,BR00874,CUST01716
ORD06208,2024-10-21,ST00639,11,BR00383,CUST00074
ORD06209,2023-12-30,ST00281,22,BR00126,CUST08734
ORD06210,2024-09-21,ST00312,28,BR00111,CUST02847
ORD06211,2024-07-18,ST00652,23,BR00570,CUST04277
ORD06212,2024-01-06,ST00756,11,BR00853,CUST08923
ORD06213,2024-11-06,ST00578,17,BR00069,CUST07610
ORD06214,2024-09-18,ST00836,12,BR00076,CUST08856
ORD06215,2024-03-27,ST00584,25,BR00877,CUST02742
ORD06216,2024-01-02,ST00526,39,BR00860,CUST09984
ORD06217,2024-08-13,ST00049,10,BR00389,CUST03357
ORD06218,2023-12-19,ST00047,18,BR00378,CUST02887
ORD06219,2024-01-26,ST00253,45,BR00917,CUST02669
ORD06220,2024-04-08,ST00330,5,BR00203,CUST05701
ORD06221,2024-03-23,ST00298,20,BR00224,CUST09162
ORD06222,2024-03-09,ST00999,43,BR00106,CUST07694
ORD06223,2024-07-02,ST00834,22,BR00535,CUST04652
ORD06224,2023-12-19,ST00479,20,BR00566,CUST01490
ORD06225,2024-07-23,ST00459,4,BR00734,CUST04203
ORD06226,2024-07-06,ST00575,46,BR00100,CUST07945
ORD06227,2024-09-24,ST00955,49,BR00270,CUST09721
ORD06228,2024-01-13,ST00525,25,BR00120,CUST00350
ORD06229,2024-06-20,ST00344,50,BR00898,CUST09427
ORD06230,2024-02-29,ST00300,29,BR00389,CUST00669
ORD06231,2024-11-15,ST00625,28,BR00259,CUST08816
ORD06232,2024-12-06,ST00360,50,BR00739,CUST03612
ORD06233,2023-12-20,ST00824,18,BR00437,CUST05220
ORD06234,2024-09-22,ST00220,26,BR00420,CUST02194
ORD06235,2024-11-20,ST00589,20,BR00627,CUST02090
ORD06236,2024-06-13,ST00310,21,BR00960,CUST00734
ORD06237,2024-04-29,ST00639,35,BR00418,CUST09431
ORD06238,2024-08-02,ST00682,34,BR00919,CUST04550
ORD06239,2024-12-16,ST00093,27,BR00940,CUST04879
ORD06240,2024-05-06,ST00993,9,BR00470,CUST09052
ORD06241,2024-04-11,ST00288,15,BR00536,CUST06669
ORD06242,2024-10-25,ST00312,39,BR00479,CUST08513
ORD06243,2024-05-21,ST00073,34,BR00740,CUST08650
ORD06244,2024-06-19,ST00557,17,BR00928,CUST04100
ORD06245,2024-05-30,ST00804,19,BR00027,CUST00551
ORD06246,2024-05-18,ST00247,28,BR00260,CUST08552
ORD06247,2024-08-14,ST00249,47,BR00407,CUST08241
ORD06248,2024-05-28,ST00869,33,BR00835,CUST03433
ORD06249,2024-04-25,ST00662,24,BR00943,CUST04380
ORD06250,2024-05-02,ST00040,39,BR00805,CUST03664
ORD06251,2023-12-19,ST00273,48,BR00111,CUST06141
ORD06252,2024-07-20,ST00025,16,BR00670,CUST00442
ORD06253,2024-04-23,ST00942,29,BR00870,CUST03735
ORD06254,2024-08-02,ST00374,16,BR00057,CUST05464
ORD06255,2024-05-21,ST00745,6,BR00899,CUST02605
ORD06256,2023-12-29,ST00084,29,BR00503,CUST09397
ORD06257,2024-10-26,ST00376,20,BR00204,CUST09957
ORD06258,2024-10-18,ST00566,30,BR00170,CUST06359
ORD06259,2024-11-05,ST00171,33,BR00180,CUST05538
ORD06260,2024-08-07,ST00155,49,BR00679,CUST08140
ORD06261,2024-04-04,ST00817,8,BR00307,CUST03377
ORD06262,2024-08-23,ST00481,39,BR00117,CUST03439
ORD06263,2024-05-02,ST00625,17,BR00005,CUST05204
ORD06264,2024-02-17,ST00514,43,BR00597,CUST08322
ORD06265,2024-03-30,ST00636,48,BR00060,CUST03927
ORD06266,2024-08-30,ST00678,3,BR00247,CUST00867
ORD06267,2024-08-29,ST00486,37,BR00961,CUST09202
ORD06268,2024-08-02,ST00244,19,BR00785,CUST05632
ORD06269,2024-09-26,ST00054,3,BR00993,CUST06154
ORD06270,2024-10-16,ST00526,12,BR00900,CUST07256
ORD06271,2024-08-07,ST00848,47,BR00314,CUST07890
ORD06272,2024-01-07,ST01000,37,BR00294,CUST08242
ORD06273,2024-08-26,ST00149,48,BR00889,CUST08097
ORD06274,2024-07-24,ST00453,33,BR00281,CUST09486
ORD06275,2024-03-11,ST00767,40,BR00205,CUST00138
ORD06276,2024-08-12,ST00464,14,BR00050,CUST01313
ORD06277,2023-12-24,ST00918,19,BR00823,CUST06273
ORD06278,2024-05-27,ST00604,9,BR00125,CUST08788
ORD06279,2024-09-21,ST00590,13,BR00101,CUST04757
ORD06280,2024-10-13,ST00403,13,BR00182,CUST08627
ORD06281,2024-02-13,ST00639,15,BR00870,CUST09493
ORD06282,2024-07-20,ST00893,3,BR00537,CUST02733
ORD06283,2024-05-23,ST00397,8,BR00659,CUST07614
ORD06284,2024-01-25,ST00671,19,BR00746,CUST00681
ORD06285,2023-12-26,ST00257,22,BR00287,CUST06239
ORD06286,2024-01-06,ST00164,13,BR00529,CUST09050
ORD06287,2024-10-07,ST00474,44,BR00512,CUST08721
ORD06288,2024-05-30,ST00836,26,BR00037,CUST09973
ORD06289,2024-05-28,ST00730,13,BR00542,CUST00491
ORD06290,2024-07-29,ST00550,8,BR00044,CUST04399
ORD06291,2024-11-01,ST00943,25,BR00405,CUST06072
ORD06292,2024-03-22,ST00107,7,BR00628,CUST02216
ORD06293,2024-11-26,ST00892,19,BR00835,CUST03160
ORD06294,2024-11-09,ST00066,40,BR00135,CUST05715
ORD06295,2024-03-02,ST00725,14,BR00035,CUST09268
ORD06296,2024-08-08,ST00174,29,BR00391,CUST06152
ORD06297,2024-10-15,ST00322,37,BR00899,CUST01496
ORD06298,2024-02-24,ST00230,44,BR00146,CUST07080
ORD06299,2024-06-03,ST00656,9,BR00313,CUST00927
ORD06300,2024-12-05,ST00943,28,BR00248,CUST08684
ORD06301,2024-01-18,ST00254,40,BR00247,CUST06537
ORD06302,2024-04-25,ST00185,27,BR00280,CUST07094
ORD06303,2024-01-20,ST00987,30,BR00110,CUST04279
ORD06304,2024-03-06,ST00263,14,BR00647,CUST02145
ORD06305,2024-04-07,ST00468,11,BR00217,CUST00136
ORD06306,2024-01-08,ST00798,33,BR00620,CUST09981
ORD06307,2024-02-17,ST00885,37,BR00320,CUST00922
ORD06308,2024-10-04,ST00566,33,BR00425,CUST09748
ORD06309,2024-04-02,ST00630,24,BR00081,CUST05145
ORD06310,2024-05-20,ST00364,38,BR00276,CUST06067
ORD06311,2024-04-30,ST00787,36,BR00091,CUST09874
ORD06312,2024-06-04,ST00651,19,BR00922,CUST06271
ORD06313,2024-01-26,ST00155,30,BR00541,CUST09307
ORD06314,2024-04-23,ST00781,14,BR00006,CUST02785
ORD06315,2024-11-01,ST00629,12,BR00088,CUST04527
ORD06316,2024-08-24,ST00316,10,BR00377,CUST09799
ORD06317,2024-02-27,ST00347,31,BR00528,CUST00737
ORD06318,2024-06-04,ST00287,27,BR00471,CUST04518
ORD06319,2024-07-31,ST00546,24,BR00821,CUST09858
ORD06320,2024-01-27,ST00574,20,BR00447,CUST06973
ORD06321,2024-11-15,ST00659,46,BR00161,CUST01330
ORD06322,2024-08-12,ST00640,41,BR00355,CUST02338
ORD06323,2024-03-14,ST00280,8,BR00343,CUST00839
ORD06324,2024-10-23,ST00944,25,BR00283,CUST05250
ORD06325,2024-12-15,ST00034,40,BR00523,CUST00438
ORD06326,2024-08-06,ST00367,47,BR00941,CUST00184
ORD06327,2024-10-14,ST00547,19,BR00921,CUST03238
ORD06328,2024-03-16,ST00342,27,BR00664,CUST04392
ORD06329,2024-10-28,ST00308,49,BR00684,CUST07693
ORD06330,2024-11-25,ST00270,46,BR00606,CUST08336
ORD06331,2024-03-31,ST00142,6,BR00294,CUST02263
ORD06332,2024-02-25,ST00520,44,BR00684,CUST09753
ORD06333,2024-10-14,ST00843,23,BR00775,CUST00891
ORD06334,2024-10-29,ST00681,5,BR00267,CUST08526
ORD06335,2024-05-24,ST00571,3,BR00402,CUST07877
ORD06336,2024-11-07,ST00124,38,BR00302,CUST03721
ORD06337,2024-02-25,ST00659,44,BR00257,CUST08633
ORD06338,2024-06-03,ST00729,28,BR00323,CUST08196
ORD06339,2023-12-29,ST00757,16,BR00913,CUST01727
ORD06340,2024-09-16,ST00788,29,BR00657,CUST07444
ORD06341,2024-05-08,ST00146,26,BR00611,CUST01750
ORD06342,2024-03-29,ST00893,28,BR00173,CUST00834
ORD06343,2024-02-10,ST00538,42,BR00153,CUST01282
ORD06344,2024-05-02,ST00085,48,BR00257,CUST09589
ORD06345,2024-01-14,ST00294,15,BR00088,CUST04519
ORD06346,2024-07-26,ST00519,12,BR00887,CUST07263
ORD06347,2024-02-20,ST00597,44,BR00642,CUST05218
ORD06348,2024-11-15,ST00234,16,BR00394,CUST08263
ORD06349,2024-11-09,ST00579,20,BR00261,CUST09120
ORD06350,2024-11-29,ST00541,18,BR00922,CUST00165
ORD06351,2024-05-10,ST00754,50,BR00585,CUST05704
ORD06352,2024-08-13,ST00871,16,BR00848,CUST09422
ORD06353,2024-01-14,ST00207,8,BR00559,CUST01019
ORD06354,2024-03-10,ST00560,23,BR00977,CUST00924
ORD06355,2024-02-21,ST00087,27,BR00423,CUST02246
ORD06356,2024-05-17,ST00725,46,BR00936,CUST08728
ORD06357,2024-04-20,ST00328,9,BR00364,CUST01498
ORD06358,2024-10-24,ST00306,10,BR00144,CUST02108
ORD06359,2024-04-10,ST00661,20,BR00522,CUST07107
ORD06360,2024-02-08,ST00504,2,BR00664,CUST01365
ORD06361,2024-07-04,ST00094,1,BR00154,CUST02366
ORD06362,2024-01-21,ST00826,35,BR00734,CUST02069
ORD06363,2024-10-23,ST00425,22,BR00317,CUST03053
ORD06364,2024-01-10,ST00679,27,BR00565,CUST09266
ORD06365,2024-02-09,ST00690,16,BR00231,CUST01367
ORD06366,2024-11-15,ST00708,18,BR00269,CUST09503
ORD06367,2024-07-04,ST00131,9,BR00641,CUST07786
ORD06368,2024-11-01,ST00156,11,BR00288,CUST09720
ORD06369,2024-05-19,ST00649,31,BR00333,CUST05199
ORD06370,2024-09-01,ST00316,31,BR00783,CUST02400
ORD06371,2024-08-28,ST00778,48,BR00705,CUST05742
ORD06372,2024-03-10,ST00095,2,BR00300,CUST04203
ORD06373,2024-05-14,ST00937,41,BR00023,CUST02391
ORD06374,2024-08-29,ST00412,23,BR00280,CUST08972
ORD06375,2024-04-04,ST00879,21,BR00037,CUST05897
ORD06376,2024-10-13,ST00596,13,BR00312,CUST00192
ORD06377,2024-09-17,ST00284,17,BR00943,CUST09128
ORD06378,2024-09-21,ST00658,41,BR00651,CUST08378
ORD06379,2024-10-22,ST00646,33,BR00744,CUST03433
ORD06380,2024-09-16,ST00509,25,BR00599,CUST03711
ORD06381,2024-10-10,ST00656,19,BR00527,CUST07318
ORD06382,2024-11-03,ST00553,13,BR00319,CUST08877
ORD06383,2024-08-14,ST00955,31,BR00458,CUST04946
ORD06384,2024-02-24,ST00406,34,BR00209,CUST09958
ORD06385,2024-10-25,ST00180,10,BR00142,CUST07533
ORD06386,2024-06-20,ST00915,41,BR00532,CUST05039
ORD06387,2024-01-17,ST00443,19,BR00720,CUST06540
ORD06388,2024-05-20,ST00502,45,BR00631,CUST08062
ORD06389,2024-08-19,ST00844,22,BR00092,CUST03301
ORD06390,2024-06-18,ST00648,11,BR00611,CUST02901
ORD06391,2024-03-04,ST00157,5,BR00337,CUST03729
ORD06392,2024-10-08,ST00704,45,BR00184,CUST01468
ORD06393,2024-08-28,ST00603,27,BR00890,CUST03399
ORD06394,2024-06-15,ST00355,15,BR00893,CUST07051
ORD06395,2024-08-09,ST00256,36,BR00166,CUST05378
ORD06396,2024-12-07,ST00609,17,BR00900,CUST07390
ORD06397,2024-03-23,ST00455,30,BR00587,CUST01778
ORD06398,2024-04-08,ST00864,11,BR00695,CUST07230
ORD06399,2024-05-02,ST00419,20,BR00006,CUST08314
ORD06400,2024-06-27,ST00434,26,BR00008,CUST03301
ORD06401,2024-05-25,ST00634,24,BR00584,CUST06037
ORD06402,2024-09-12,ST00400,25,BR00104,CUST04306
ORD06403,2024-01-05,ST00874,44,BR00330,CUST08517
ORD06404,2024-07-18,ST00529,30,BR00025,CUST03536
ORD06405,2024-11-05,ST00652,25,BR00077,CUST02362
ORD06406,2024-05-17,ST00358,18,BR00727,CUST02408
ORD06407,2024-01-17,ST00973,17,BR00197,CUST06910
ORD06408,2024-06-13,ST00840,26,BR00794,CUST05676
ORD06409,2024-09-28,ST00019,38,BR00359,CUST09715
ORD06410,2024-02-22,ST00016,1,BR00944,CUST04223
ORD06411,2024-04-06,ST00467,2,BR00022,CUST05853
ORD06412,2024-08-16,ST00879,34,BR00395,CUST04821
ORD06413,2023-12-25,ST00332,33,BR00398,CUST03180
ORD06414,2024-01-02,ST00082,14,BR00276,CUST05801
ORD06415,2024-05-25,ST00593,4,BR00992,CUST02401
ORD06416,2024-07-05,ST00986,44,BR00709,CUST09697
ORD06417,2024-06-12,ST00243,44,BR00173,CUST05545
ORD06418,2024-07-06,ST00208,35,BR00859,CUST07815
ORD06419,2024-11-08,ST00229,38,BR00265,CUST08238
ORD06420,2024-01-28,ST00598,45,BR00065,CUST09371
ORD06421,2024-09-29,ST00349,31,BR00119,CUST09574
ORD06422,2024-06-30,ST00872,29,BR00267,CUST00754
ORD06423,2024-03-16,ST00164,44,BR00202,CUST03007
ORD06424,2023-12-22,ST00538,24,BR00338,CUST07420
ORD06425,2024-10-21,ST00992,37,BR00607,CUST03143
ORD06426,2024-12-01,ST00122,18,BR00912,CUST02229
ORD06427,2024-12-02,ST00322,7,BR00198,CUST05215
ORD06428,2024-09-25,ST00831,50,BR00783,CUST08726
ORD06429,2023-12-22,ST00952,15,BR00634,CUST07188
ORD06430,2024-11-30,ST00755,6,BR00007,CUST00635
ORD06431,2024-06-19,ST00470,44,BR00145,CUST06311
ORD06432,2024-10-31,ST00949,31,BR00685,CUST00181
ORD06433,2024-12-12,ST00939,2,BR00292,CUST00256
ORD06434,2024-08-31,ST00170,50,BR00328,CUST08895
ORD06435,2024-08-10,ST00754,8,BR00278,CUST00935
ORD06436,2024-12-09,ST00341,9,BR00335,CUST03840
ORD06437,2023-12-20,ST00016,8,BR00989,CUST08523
ORD06438,2024-09-09,ST00599,11,BR00958,CUST07590
ORD06439,2024-10-13,ST00877,17,BR00056,CUST07995
ORD06440,2023-12-22,ST00033,28,BR00278,CUST05241
ORD06441,2024-02-07,ST00616,49,BR00975,CUST07126
ORD06442,2024-11-03,ST00317,16,BR00400,CUST06154
ORD06443,2024-09-01,ST00815,24,BR00136,CUST05106
ORD06444,2024-03-11,ST00506,39,BR00273,CUST08668
ORD06445,2024-02-21,ST00816,2,BR00731,CUST02192
ORD06446,2024-12-06,ST00898,33,BR00113,CUST04351
ORD06447,2024-03-22,ST00113,3,BR00493,CUST06485
ORD06448,2024-12-14,ST00624,48,BR00726,CUST02294
ORD06449,2024-09-07,ST00973,5,BR00615,CUST02000
ORD06450,2024-02-27,ST00943,34,BR00645,CUST07027
ORD06451,2024-04-27,ST00614,46,BR00180,CUST08941
ORD06452,2024-09-06,ST00679,16,BR00951,CUST07067
ORD06453,2024-01-11,ST00769,35,BR00927,CUST05076
